number,value,lgb_lr,lgb_num_leaves,lgb_max_depth,lgb_min_child_samples,lgb_subsample,lgb_colsample_bytree,lgb_reg_alpha,lgb_reg_lambda,xgb_lr,xgb_max_depth,xgb_min_child_weight,xgb_subsample,xgb_colsample_bytree,xgb_reg_alpha,xgb_reg_lambda,feature_selection,feature_selection_ratio,feature_selection_min,purge_days,min_purge_days,ensemble_grid_step,attr_n_features,attr_feature_selection,attr_mag_rmse,attr_time_asym_rmse,attr_time_rmse,attr_n_models,attr_available_models,attr_holdout_combined,attr_holdout_mag_rmse,attr_holdout_time_asym_rmse
56,10.433286833061826,0.012856999107619916,43,3,11,0.5313085905833738,0.6417372930697899,0.5700345922601382,0.38599613140251143,0.011588003285680853,5,14,0.8900210484363026,0.7485168152344696,4.14273144935043,0.25736994010335706,True,0.6006945077027912,46,19.73227431464299,4.437498370840885,0.02,46,True,0.5163953554587202,8.884100766685666,8.919302450759456,2,"baseline,xgboost",,,
57,10.473712070175589,0.015333170230630386,48,3,31,0.7500906319249648,0.8934657493958567,0.1922436834529574,0.7061402249737772,0.023152327347765733,4,33,0.7659202921717234,0.8190569268697193,2.9994993694361143,0.1613444132344415,True,0.643401720024946,43,17.264469752543512,3.1957737328310403,0.02,43,True,0.514757967880326,8.929438166534611,8.941582173752732,2,"baseline,xgboost",,,
58,10.382315579753207,0.012094449829634516,18,5,69,0.5119105140156317,0.7878807932585725,0.8204687312790951,0.38558889879461733,0.011874104659668637,5,26,0.5637210522228636,0.5468148744851186,9.742793443719611,0.1822406260006441,False,0.7009184863231834,45,29.26405714309096,13.018970711895946,0.02,143,False,0.5165764751010837,8.832586154449956,8.89229702404374,2,"baseline,xgboost",,,
59,10.441797310666898,0.011093668683140738,47,6,53,0.541592996574182,0.6986500665771198,0.18875661724964524,0.1570752794363509,0.012222405061070408,7,21,0.5513387777619569,0.5834096191422716,0.7756179236942482,0.2386711382135436,False,0.8022876865170034,42,24.773246011498014,15.033412298594836,0.02,143,False,0.5135947223331562,8.901013143667429,8.906619690558271,2,"baseline,xgboost",,,
60,10.412405074394002,0.013776297020867696,16,4,48,0.5119698206249275,0.8962833626540445,0.6614905575365897,0.1733085405949838,0.016322514576391854,3,33,0.6687536106856985,0.5248239690703849,0.003780616089493795,0.282456876276211,False,0.7062248250763684,49,40.282708013791115,14.33832391213011,0.02,143,False,0.5128185767076922,8.873949344270926,8.910208776023552,2,"baseline,xgboost",12.633835721634973,2.5406290063614754,10.093206715273498
61,10.392376259751385,0.011033018052479785,41,8,72,0.7589811721451729,0.5840311061460997,0.9955387833614501,0.11569632166829052,0.015537934292782201,3,22,0.6940823141344876,0.7703314291693729,0.026131623749580987,0.15895587611323114,True,0.6580328868043465,47,14.328897764655197,3.9614434789992723,0.02,47,True,0.5117659510560164,8.857078406583335,8.88381193786664,2,"baseline,xgboost",,,
62,10.376507984590475,0.012367657453141376,16,3,82,0.537770929450891,0.7576015289489919,0.06083812442029145,0.8804895903776693,0.015760554218639967,4,23,0.5551297832090866,0.458951538025745,5.979120129690009,0.14627176541216547,False,0.6604906550095496,39,39.63319253749793,17.133007943476375,0.02,143,False,0.514573811841365,8.83278654906638,8.903730627180884,2,"baseline,xgboost",,,
63,10.402079113441632,0.012982852771301758,30,3,20,0.5142490003403272,0.7303109839388714,0.09329966699866514,5.892324000309365,0.01380872090171946,3,25,0.5480972698976552,0.6106008908799965,3.1536076599080025,0.8589192384416481,False,0.6970801360494727,43,18.07113611967249,15.350027630365952,0.02,143,False,0.5134971608171612,8.861587630990147,8.94214315883897,2,"baseline,xgboost",,,
64,10.3948841984398,0.012667546638027629,32,3,53,0.7075382742942871,0.8599515470008161,0.015014331715999979,0.4657640354163036,0.019608871747433105,3,29,0.5467997689763021,0.5434552388494417,2.677710349987068,0.11335110630557219,False,0.7320855503751161,46,37.70110334289171,16.643047977366773,0.02,143,False,0.5124014842232513,8.857679745770048,8.914112042752292,2,"baseline,xgboost",,,
65,10.424115615429391,0.021695950082897618,23,3,28,0.5394256735771926,0.7940557467653666,0.6469936518682045,0.3145425482642956,0.016340945598121378,6,11,0.6399397739193261,0.43718072021101406,9.745348449224338,0.17154411021580257,False,0.7091846122601476,43,32.057036505476844,8.937378936953657,0.02,143,False,0.5154083776275962,8.877890482546603,8.949769699364413,2,"baseline,xgboost",,,
66,10.376422618611063,0.011675241180382285,91,6,74,0.6163939803368342,0.7504762954022439,0.71845723308787,0.15810707223350026,0.010122585447318571,3,32,0.7061237406527741,0.9339421339045824,1.0367083676300237,0.2743030959001334,True,0.7338853240910854,43,13.202844576252991,3.735619524269387,0.02,43,True,0.5146532922126452,8.832462741973128,8.884370710689165,2,"baseline,xgboost",,,
67,10.382583933775738,0.011130193157797804,119,4,53,0.6353708493452589,0.7436481443183568,0.2862030755149878,0.3661930523544296,0.010090734025750588,3,24,0.6910517766566056,0.9107965701509997,0.48001083187506777,1.0148346826150374,True,0.8211962090408115,37,23.696707192134546,6.4190815281202465,0.02,37,True,0.5138626715805158,8.84099591903419,8.88784656111366,2,"baseline,xgboost",,,
