mainshock_id,mainshock_time,mainshock_lat,mainshock_lon,mainshock_mag,mainshock_depth,early_aftershock_count,early_max_mag,early_mean_mag,early_energy_sum,advanced_early_event_count,gr_b_value,gr_a_value,gr_mc,gr_n,gr_valid,omori_p,omori_c,omori_k,omori_nll,omori_n,omori_p_boundary_hit,omori_valid,anisotropy_major_axis_km,anisotropy_minor_axis_km,anisotropy_axis_ratio,anisotropy_azimuth_deg,anisotropy_n,anisotropy_valid,count_1h,energy_1h,count_6h,energy_6h,count_12h,energy_12h,count_24h,energy_24h,count_72h,energy_72h,etas_mu,etas_K0,etas_alpha,etas_c,etas_p,etas_nll,etas_n,etas_valid,plate_type_SUB,plate_type_OTF,plate_type_OSR,plate_type_UNK,plate_boundary_distance_km,nearest_plate_boundary_type,target_max_mag,target_time_to_max_days
usp0002cfr,1985-03-05 13:40:10.220000+00:00,1.192,122.826,6.2,33.0,1,5.0,5.0,1995262314968.8828,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,1995262314968.8828,,,,,,,1,False,0,0,0,1,80.96454670737793,UNK,0.0,0.0
usp0002cmd,1985-03-09 14:08:04.380000+00:00,66.239,-150.029,6.2,11.8,5,5.5,4.98,19198411184156.72,5,,,4.8,4,False,,,,,5,False,False,11.737036659648483,3.656414288751378,3.2099854482454018,33.3524102332093,5,True,1,5623413251903.491,3,6978226641137.067,4,7978226641137.067,5,19198411184156.72,5,19198411184156.72,,,,,,,5,False,0,0,0,1,1669.9697126361505,UNK,0.0,0.0
usp0002cuh,1985-03-13 19:34:57.690000+00:00,43.51,-127.561,6.5,10.0,1,4.6,4.6,501187233627.2715,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,,,,,,,1,False,0,0,0,1,12.589700411847788,UNK,0.0,0.0
usp0002cy6,1985-03-16 14:54:00.720000+00:00,17.013,-62.448,6.5,13.4,3,5.6,5.166666666666666,19667314855875.56,2,,,,2,False,,,,,2,False,False,,,,,2,False,1,15848931924611.11,1,15848931924611.11,1,15848931924611.11,1,15848931924611.11,2,18667314855875.56,,,,,,,2,False,1,0,0,0,248.57945562032964,SUB,0.0,0.0
usp0002d0r,1985-03-18 19:49:45.840000+00:00,7.758,123.544,6.5,33.0,3,5.5,5.1000000000000005,14215446857988.535,3,,,,3,False,,,,,3,False,False,18.494397475297006,1.0794678349559084,17.132884256854602,146.77426837336776,3,True,0,0.0,2,13215446857988.535,2,13215446857988.535,2,13215446857988.535,3,14215446857988.535,,,,,,,3,False,1,0,0,0,406.0128104981374,SUB,0.0,0.0
usp0002d47,1985-03-22 14:42:58.630000+00:00,-6.584,105.419,6.4,69.7,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,200.90950676613437,SUB,0.0,0.0
usp0002de6,1985-04-03 13:06:20.260000+00:00,-32.584,-71.656,6.2,33.0,1,4.7,4.7,707945784384.1403,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,,,,,,,1,False,1,0,0,0,127.95986167316944,SUB,0.0,0.0
usp0002dj8,1985-04-07 00:19:33.190000+00:00,-56.39,-122.309,6.4,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,85.05863118959714,UNK,0.0,0.0
usp0002dku,1985-04-08 19:15:06.330000+00:00,-4.124,136.268,6.0,13.8,1,4.8,4.8,1000000000000.0,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,1,1000000000000.0,1,1000000000000.0,1,1000000000000.0,1,1000000000000.0,,,,,,,1,False,0,0,0,1,6.414845998553394,UNK,0.0,0.0
usp0002dm4,1985-04-09 01:56:59.480000+00:00,-34.131,-71.618,7.2,37.8,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,152.1000647860606,SUB,0.0,0.0
usp0002dme,1985-04-09 05:15:35.930000+00:00,34.092,140.719,6.2,43.6,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,60.51465579801897,UNK,0.0,0.0
usp0002dqx,1985-04-12 06:12:45.090000+00:00,-11.343,165.687,6.0,33.0,2,5.0,4.95,3407799859591.638,2,,,,2,False,,,,,2,False,False,,,,,2,False,1,1412537544622.7554,1,1412537544622.7554,1,1412537544622.7554,1,1412537544622.7554,2,3407799859591.638,,,,,,,2,False,1,0,0,0,39.83222711662344,SUB,0.0,0.0
usp0002drr,1985-04-13 03:00:06.780000+00:00,1.622,126.411,7.0,50.7,7,4.9,4.628571428571428,4394056514719.035,7,2.4320490986582186,11.78931898397624,4.5,7,True,,,,,7,False,False,18.793582633828812,7.584104421764504,2.478022662754468,56.37608637042409,7,True,1,354813389233.57605,3,1770704958001.8564,5,3538055891858.188,6,3892869281091.764,7,4394056514719.035,,,,,,,7,False,1,0,0,0,1.941518173041275,SUB,0.0,0.0
usp0002dz1,1985-04-20 18:23:48.040000+00:00,9.004,-77.46,6.3,37.7,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,72.12726458757282,UNK,0.0,0.0
usp0002e3e,1985-04-24 01:07:14.510000+00:00,16.498,120.815,6.1,33.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,48.07659563393774,UNK,0.0,0.0
usp0002e4w,1985-04-25 09:06:38.140000+00:00,-60.693,154.332,6.0,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,2.785196877096968,UNK,0.0,0.0
usp0002e8b,1985-04-28 08:30:29.050000+00:00,-39.728,-75.664,6.0,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,58.729714934391424,SUB,0.0,0.0
usp0002ecu,1985-05-02 08:55:16.310000+00:00,48.871,156.329,6.4,43.1,1,4.9,4.9,1412537544622.7554,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,1,1412537544622.7554,1,1412537544622.7554,,,,,,,1,False,1,0,0,0,80.92860016973353,SUB,0.0,0.0
usp0002egt,1985-05-06 17:10:02.930000+00:00,-37.498,179.452,6.2,29.5,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,40.38049039536129,SUB,0.0,0.0
usp0002ekz,1985-05-09 19:05:21.590000+00:00,51.465,177.913,6.3,33.0,3,6.0,5.133333333333334,64596921681646.7,3,,,,3,False,,,,,3,False,False,7.456314032440377,1.636039613635443,4.557538809143933,177.64831580471275,3,True,3,64596921681646.7,3,64596921681646.7,3,64596921681646.7,3,64596921681646.7,3,64596921681646.7,,,,,,,3,False,1,0,0,0,137.31643774976348,SUB,0.0,0.0
usp0002en1,1985-05-10 15:35:50.590000+00:00,-5.599,151.045,7.2,26.7,12,5.8,4.925,47347034375025.11,12,1.240841376866435,6.831954471272245,4.7,10,True,2.5,0.2976714990814904,3.0048254847792037,-19.830906085084415,12,True,False,22.34127469722844,7.375041128028761,3.029308489185325,96.46232892096064,12,True,2,4813645246233.332,8,42260113276277.05,9,45078496207541.5,12,47347034375025.11,12,47347034375025.11,1.0000000000000004e-06,0.1932614570040327,0.8227215048982015,0.05,1.0,-18.08186605231429,12,True,1,0,0,0,86.00895507617604,SUB,0.0,0.0
usp0002eu6,1985-05-14 18:11:08.950000+00:00,-10.562,41.424,6.4,10.0,2,5.4,5.15,9355819891865.61,2,,,,2,False,,,,,2,False,False,,,,,2,False,0,0.0,1,7943282347242.8545,1,7943282347242.8545,2,9355819891865.61,2,9355819891865.61,,,,,,,2,False,0,0,0,1,749.3575885712113,UNK,0.0,0.0
usp0002evn,1985-05-15 20:12:45.810000+00:00,-56.637,-25.33,6.5,33.0,3,5.5,5.266666666666667,18019639179819.09,3,,,,3,False,,,,,3,False,False,7.104850351224086,6.46482453568874,1.099001266314672,34.145122300273556,3,True,1,2818382931264.449,3,18019639179819.09,3,18019639179819.09,3,18019639179819.09,3,18019639179819.09,,,,,,,3,False,1,0,0,0,51.753042682601,SUB,0.0,0.0
usp0002ew9,1985-05-16 14:20:25.160000+00:00,-29.081,77.735,6.3,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,261.4444653114176,UNK,0.0,0.0
usp0002ezu,1985-05-19 18:09:15.600000+00:00,-30.253,-71.329,6.3,39.1,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,141.61032718746208,SUB,0.0,0.0
usp0002f5h,1985-05-24 22:04:43.410000+00:00,51.422,-178.43,6.2,34.2,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,164.71809780474186,SUB,0.0,0.0
usp0002fc9,1985-05-31 07:24:34.120000+00:00,12.246,144.28,6.0,31.9,2,5.6,5.3,17844194239579.992,2,,,,2,False,,,,,2,False,False,,,,,2,False,0,0.0,0,0.0,0,0.0,1,15848931924611.11,2,17844194239579.992,,,,,,,2,False,1,0,0,0,40.02536928842942,SUB,0.0,0.0
usp0002ffh,1985-06-03 02:45:32.010000+00:00,13.175,-90.138,6.3,65.5,2,5.5,5.05,11721371776646.924,2,,,,2,False,,,,,2,False,False,,,,,2,False,0,0.0,0,0.0,0,0.0,0,0.0,2,11721371776646.924,,,,,,,2,False,1,0,0,0,74.23486929776244,SUB,0.0,0.0
usp0002ffw,1985-06-03 12:06:21.130000+00:00,-15.289,-173.516,6.7,33.0,1,5.2,5.2,3981071705534.986,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,3981071705534.986,,,,,,,1,False,1,0,0,0,72.10313455954774,SUB,0.0,0.0
usp0002fjz,1985-06-06 02:40:12.950000+00:00,0.932,-28.432,6.6,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,1.1847179145272222,UNK,0.0,0.0
usp0002fv4,1985-06-15 00:57:00.790000+00:00,49.889,78.881,6.0,0.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,2414.5532247028136,UNK,6.0,12.07085648148148
usp0002g11,1985-06-21 04:31:13.430000+00:00,-28.437,-175.953,6.0,46.7,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,2.6167267427526064,SUB,0.0,0.0
usp0002g32,1985-06-23 13:01:37.150000+00:00,-11.012,163.584,6.5,35.8,5,6.4,5.640000000000001,342061439850993.6,5,0.4386812948517694,2.7607720901393353,4.7,5,True,,,,,5,False,False,16.101825845410627,2.5168019386449716,6.397732613826472,82.79266933538553,5,True,3,79652612157014.69,4,90872796700034.34,5,342061439850993.6,5,342061439850993.6,5,342061439850993.6,,,,,,,5,False,1,0,0,0,23.335605865802226,SUB,0.0,0.0
usp0002gc2,1985-07-03 03:11:31.500000+00:00,-54.82,146.436,6.4,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,20.516685572463764,UNK,0.0,0.0
usp0002gc3,1985-07-03 04:36:51.730000+00:00,-4.439,152.828,7.3,33.0,18,5.6,4.877777777777778,44843749876272.28,18,2.004436070322708,10.775979254020594,4.9,9,True,2.5,0.6752036614641415,16.260604786081135,-26.853175875119703,18,True,False,21.937775728088457,13.473758193498446,1.6281853520775067,142.1386201676139,18,True,2,12632722087642.408,5,14695481261260.123,11,22840126515397.355,16,43427858307504.0,18,44843749876272.28,1.0000000000000004e-06,0.1719250178468243,1.0443324231632434,0.05,1.0,-25.385922343312675,18,True,0,0,0,1,0.5531784904142057,UNK,6.0,11.147667361111113
usp0002gcy,1985-07-03 15:55:48.770000+00:00,-17.243,167.834,6.5,28.6,5,4.7,4.62,2773079425256.3994,5,,,4.6,4,False,,,,,5,False,False,9.67900593299746,6.876630496511478,1.407521596210183,41.56425852196463,5,True,2,1209133018011.4116,3,1917078802395.552,3,1917078802395.552,4,2418266036022.823,5,2773079425256.3994,,,,,,,5,False,1,0,0,0,75.62786017523736,SUB,0.0,0.0
usp0002ggc,1985-07-06 03:37:18.270000+00:00,-29.721,-177.771,6.3,49.8,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,135.830155464733,UNK,0.0,0.0
usp0002gja,1985-07-07 11:25:11.750000+00:00,-32.951,-72.072,6.0,31.4,4,4.8,4.65,2563946407244.988,4,,,,4,False,,,,,4,False,False,22.529764451206272,11.07550969923924,2.0341966250775627,96.8266969368891,4,True,0,0.0,1,707945784384.1403,3,1563946407244.9878,3,1563946407244.9878,4,2563946407244.988,,,,,,,4,False,1,0,0,0,89.82840880782473,SUB,0.0,0.0
usp0002gm3,1985-07-08 19:37:35.010000+00:00,-59.732,149.798,6.3,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,42.47067835822575,UNK,0.0,0.0
usp0002gnd,1985-07-10 05:06:33.360000+00:00,-38.605,-91.623,6.1,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,37.392427638054464,UNK,0.0,0.0
usp0002gvc,1985-07-17 19:31:30.170000+00:00,51.62,-172.919,6.1,33.0,1,4.9,4.9,1412537544622.7554,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,1412537544622.7554,,,,,,,1,False,1,0,0,0,105.71045253856208,SUB,0.0,0.0
usp0002gvn,1985-07-18 00:25:25.710000+00:00,-37.161,78.244,6.0,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,13.348588449064977,UNK,0.0,0.0
usp0002gx2,1985-07-19 14:34:01.290000+00:00,-38.778,176.973,6.0,51.9,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,104.07920524619816,UNK,0.0,0.0
usp0002h04,1985-07-22 09:26:53.810000+00:00,-6.291,148.783,6.8,49.3,4,5.6,5.225,27803704212802.23,4,,,,4,False,,,,,4,False,False,10.056065462292755,4.422594508248569,2.2737932323520087,37.67761237655438,4,True,2,11246826503806.982,3,27095758428418.098,4,27803704212802.23,4,27803704212802.23,4,27803704212802.23,,,,,,,4,False,1,0,0,0,100.76317412126453,SUB,0.0,0.0
usp0002h4k,1985-07-27 16:26:45.250000+00:00,-27.014,-113.44,6.0,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,24.88940604095905,UNK,0.0,0.0
usp0002h5q,1985-07-28 22:59:54.580000+00:00,-60.241,-26.883,6.4,33.0,1,4.7,4.7,707945784384.1403,1,,,,1,False,,,,,1,False,False,,,,,1,False,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,,,,,,,1,False,0,0,0,1,57.19374516504092,UNK,0.0,0.0
usp0002hbr,1985-08-04 02:36:23.870000+00:00,7.496,123.5,6.4,35.6,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,415.19913464269433,SUB,0.0,0.0
usp0002hj2,1985-08-09 19:59:44.070000+00:00,16.9,120.186,6.1,21.7,1,4.5,4.5,354813389233.57605,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,1,354813389233.57605,1,354813389233.57605,,,,,,,1,False,0,0,0,1,70.36980354280195,UNK,0.0,0.0
usp0002hke,1985-08-11 00:19:01.550000+00:00,11.156,140.217,6.1,24.0,2,5.2,5.2,7962143411069.971,2,,,,2,False,,,,,2,False,False,,,,,2,False,1,3981071705534.986,1,3981071705534.986,1,3981071705534.986,1,3981071705534.986,2,7962143411069.971,,,,,,,2,False,1,0,0,0,25.344129350299955,SUB,0.0,0.0
usp0002hky,1985-08-11 09:59:44.160000+00:00,54.139,168.731,6.3,50.4,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,122.42615094289108,SUB,0.0,0.0
usp0002hmc,1985-08-12 00:04:51.450000+00:00,-38.378,-73.495,6.2,33.0,2,4.6,4.55,856000622860.8475,2,,,,2,False,,,,,2,False,False,,,,,2,False,0,0.0,2,856000622860.8475,2,856000622860.8475,2,856000622860.8475,2,856000622860.8475,,,,,,,2,False,1,0,0,0,133.53073240307475,SUB,0.0,0.0
usp0002hmv,1985-08-12 03:49:18.090000+00:00,37.771,141.773,6.5,51.6,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,217.58937777711964,SUB,0.0,0.0
usp0002hw6,1985-08-18 15:25:07.720000+00:00,-55.71,-124.161,6.0,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,20.34264765564271,UNK,0.0,0.0
usp0002hz9,1985-08-21 11:26:28.710000+00:00,-9.159,-78.887,6.4,56.9,1,4.7,4.7,707945784384.1403,1,,,,1,False,,,,,1,False,False,,,,,1,False,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,1,707945784384.1403,,,,,,,1,False,1,0,0,0,185.84618550684124,SUB,0.0,0.0
usp0002j21,1985-08-23 12:41:56.160000+00:00,39.431,75.224,7.0,6.8,20,5.2,4.76,21197554008003.508,20,1.941551801449838,10.209891887622083,4.6,19,True,1.3339548250262887,0.0487549429791661,3.2528498274238116,-41.331520995533936,20,False,True,20.760897711560972,12.688137682670556,1.6362446744187038,116.16823641469573,20,True,5,7602742268169.152,13,14020028747300.994,15,14876029370161.842,17,17701104459407.35,20,21197554008003.508,0.0103211175872238,0.2937484736500446,0.8900172414461015,0.0487549429791661,1.3339548250262887,-41.33106599355399,20,True,0,0,0,1,730.7974604582665,UNK,6.2,16.33603449074074
usp0002jkc,1985-09-10 04:07:47.440000+00:00,-6.394,149.733,6.5,10.0,16,5.5,4.85,32026525514630.164,16,1.085736204758131,6.089932904067514,4.5,16,True,,,,-16.734762535962652,16,False,False,17.52205591006406,7.649425735072675,2.29063677678774,124.72010112374052,16,True,1,1412537544622.7554,3,7049303407151.654,9,24152584528003.414,11,24862211306470.566,16,32026525514630.164,0.4700214932583072,0.3439650302136012,0.7779705131277359,0.05,1.0,-16.780538052658173,16,True,1,0,0,0,62.6320402554293,SUB,0.0,0.0
usp0002jnx,1985-09-11 19:20:30.660000+00:00,-54.388,-132.403,6.0,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,4.9262765917396765,UNK,0.0,0.0
usp0002jsc,1985-09-15 01:29:23.310000+00:00,-4.09,136.243,6.3,10.0,9,6.3,5.122222222222223,202524129837336.8,9,0.8985403073860397,5.180998756575239,4.9,6,True,1.8618311219387995,0.1640292471784497,1.771509562711581,-11.191732485208783,9,False,True,24.020271420188404,10.95216862885971,2.193197734090156,67.9161034720633,9,True,1,11220184543019.652,6,199902459274702.62,7,201314996819325.38,8,202022942603709.53,9,202524129837336.8,,,,,,,9,False,0,0,0,1,10.083222458274731,UNK,0.0,0.0
usp0002jsu,1985-09-15 07:57:53.590000+00:00,17.974,-97.158,6.0,64.8,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,291.9106846859081,SUB,0.0,0.0
usp0002jwe,1985-09-19 13:17:47.350000+00:00,18.19,-102.533,8.0,27.9,2,4.9,4.85,2412537544622.7554,2,,,,2,False,,,,,2,False,False,,,,,2,False,0,0.0,1,1000000000000.0,1,1000000000000.0,1,1000000000000.0,2,2412537544622.7554,,,,,,,2,False,1,0,0,0,92.02360297136563,SUB,0.0,0.0
usp0002jyp,1985-09-21 01:37:13.470000+00:00,17.802,-101.647,7.6,30.8,1,4.5,4.5,354813389233.57605,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,354813389233.57605,,,,,,,1,False,1,0,0,0,87.2256698843044,SUB,0.0,0.0
usp0002k4s,1985-09-26 07:27:51.130000+00:00,-34.693,-178.656,6.9,51.6,34,5.4,4.764705882352942,44860280082439.31,34,1.3800011574495823,7.741484125565376,4.5,34,True,1.468832266195248,1.0846553700463544,35.76929275890467,-53.86154756955345,34,False,True,30.17103548359777,21.1849829422404,1.4241708650819926,110.37380071891631,34,True,1,354813389233.57605,7,2776441413422.4233,11,10460721218310.432,21,27452583379215.07,34,44860280082439.31,0.0202804995911932,0.867089962885785,1.2820402051857482,1.0846553700463544,1.468832266195248,-53.861426404268464,34,True,1,0,0,0,13.034009613646896,SUB,0.0,0.0
usp0002k69,1985-09-27 03:39:08.520000+00:00,-9.829,159.854,6.7,31.9,1,4.6,4.6,501187233627.2715,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,,,,,,,1,False,1,0,0,0,40.6201484829576,SUB,0.0,0.0
usp0002k6m,1985-09-27 10:10:18.900000+00:00,-22.171,-174.606,6.1,33.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,52.715355913450814,SUB,0.0,0.0
usp0002kgp,1985-10-05 15:24:02.270000+00:00,62.237,-124.266,6.7,10.0,1,5.0,5.0,1995262314968.8828,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,1,1995262314968.8828,1,1995262314968.8828,1,1995262314968.8828,,,,,,,1,False,0,0,0,1,1665.9932850812495,UNK,0.0,0.0
usp0002kmh,1985-10-09 09:33:32.480000+00:00,54.765,-159.613,6.6,30.2,2,5.0,4.95,3407799859591.638,2,,,,2,False,,,,,2,False,False,,,,,2,False,0,0.0,1,1995262314968.8828,1,1995262314968.8828,1,1995262314968.8828,2,3407799859591.638,,,,,,,2,False,1,0,0,0,174.69599439983148,SUB,0.0,0.0
usp0002kre,1985-10-12 22:20:38.030000+00:00,0.917,-29.921,6.4,10.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,1.6603725732737649,UNK,0.0,0.0
usp0002m3v,1985-10-25 02:09:04.340000+00:00,52.072,-171.35,6.0,33.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,146.17178683260647,SUB,0.0,0.0
usp0002m8u,1985-10-29 13:13:44.620000+00:00,36.681,54.75,6.3,52.9,3,5.0,4.7,2851262937829.7305,3,,,,3,False,,,,,3,False,False,18.764932689179304,1.752872411405471,10.705247322669305,22.362959174545324,3,True,2,856000622860.8475,3,2851262937829.7305,3,2851262937829.7305,3,2851262937829.7305,3,2851262937829.7305,,,,,,,3,False,0,0,0,1,919.7846908970678,UNK,0.0,0.0
usp0002m8x,1985-10-29 14:10:39.440000+00:00,-9.569,150.989,6.4,10.0,9,5.4,5.0777777777777775,33967790128986.34,9,,,5.3,4,False,2.170496055916367,0.5158813204004724,5.428870721167718,-6.9008412199789255,9,False,True,18.350763758305973,4.182976377843401,4.3870110898802155,96.2073921200232,9,True,1,7943282347242.8545,2,13566695599146.346,7,27989563487849.27,8,28344376877082.848,9,33967790128986.34,,,,,,,9,False,0,0,0,1,12.706404740270418,UNK,0.0,0.0
usp0002mbh,1985-10-31 19:33:06.560000+00:00,53.249,-166.936,6.2,30.0,1,4.6,4.6,501187233627.2715,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,,,,,,,1,False,1,0,0,0,171.70974802389753,SUB,0.0,0.0
usp0002mdn,1985-11-02 19:49:24.460000+00:00,-18.052,175.869,6.2,10.0,1,5.5,5.5,11220184543019.652,1,,,,1,False,,,,,1,False,False,,,,,1,False,0,0.0,1,11220184543019.652,1,11220184543019.652,1,11220184543019.652,1,11220184543019.652,,,,,,,1,False,0,0,0,1,31.207944370742716,UNK,0.0,0.0
usp0002mhs,1985-11-07 19:12:31.010000+00:00,-35.257,-179.347,6.5,44.0,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,49.328715606095834,SUB,0.0,0.0
usp0002mhx,1985-11-07 23:34:34.390000+00:00,7.698,137.026,6.1,33.5,0,0.0,0.0,0.0,0,,,,0,False,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,14.584004648388603,UNK,0.0,0.0
usp0002mjr,1985-11-08 18:40:24.850000+00:00,27.957,140.607,6.2,41.5,8,5.7,5.0249999999999995,35267794814375.125,8,1.888236877840229,10.140154393537165,5.0,5,True,,,,-4.571372059796371,8,False,False,30.66775490876721,9.872615708645004,3.106345452291113,18.861735875756153,8,True,1,1995262314968.8828,4,30358807721156.22,4,30358807721156.22,5,30859994954783.492,8,35267794814375.125,,,,,,,8,False,1,0,0,0,270.74616494378336,SUB,0.0,0.0
