mainshock_id,mainshock_time,mainshock_lat,mainshock_lon,mainshock_mag,mainshock_depth,early_aftershock_count,early_max_mag,early_mean_mag,early_energy_sum,target_max_mag,target_time_to_max_days
usp0002k6m,1985-09-27 10:10:18.900000+00:00,-22.171,-174.606,6.1,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002kgp,1985-10-05 15:24:02.270000+00:00,62.237,-124.266,6.7,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002kmh,1985-10-09 09:33:32.480000+00:00,54.765,-159.613,6.6,30.2,0,0.0,0.0,0.0,0.0,0.0
usp0002kre,1985-10-12 22:20:38.030000+00:00,0.917,-29.921,6.4,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002m3v,1985-10-25 02:09:04.340000+00:00,52.072,-171.35,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002m8u,1985-10-29 13:13:44.620000+00:00,36.681,54.75,6.3,52.9,0,0.0,0.0,0.0,0.0,0.0
usp0002m8x,1985-10-29 14:10:39.440000+00:00,-9.569,150.989,6.4,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002mbh,1985-10-31 19:33:06.560000+00:00,53.249,-166.936,6.2,30.0,0,0.0,0.0,0.0,0.0,0.0
usp0002mdn,1985-11-02 19:49:24.460000+00:00,-18.052,175.869,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002mhs,1985-11-07 19:12:31.010000+00:00,-35.257,-179.347,6.5,44.0,0,0.0,0.0,0.0,0.0,0.0
usp0002mhx,1985-11-07 23:34:34.390000+00:00,7.698,137.026,6.1,33.5,0,0.0,0.0,0.0,0.0,0.0
usp0002mjr,1985-11-08 18:40:24.850000+00:00,27.957,140.607,6.2,41.5,0,0.0,0.0,0.0,0.0,0.0
usp0002mph,1985-11-12 03:34:18.350000+00:00,-36.499,-98.158,6.3,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002msj,1985-11-14 22:17:44.570000+00:00,54.756,-159.787,6.1,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002mu8,1985-11-16 04:12:18.830000+00:00,-38.577,78.368,6.5,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002mvw,1985-11-17 09:40:21.290000+00:00,-1.639,134.911,7.1,10.0,1,6.0,6.0,63095734448019.43,6.0,16.53199398148148
usp0002n29,1985-11-22 08:45:25.170000+00:00,-5.933,149.429,6.2,50.2,0,0.0,0.0,0.0,0.0,0.0
usp0002nut,1985-12-14 06:46:11.780000+00:00,3.683,126.6,6.3,22.0,0,0.0,0.0,0.0,0.0,0.0
usp0002nx8,1985-12-16 02:44:36.070000+00:00,11.725,-85.838,6.3,22.1,0,0.0,0.0,0.0,0.0,0.0
usp0002p4n,1985-12-21 01:13:22.410000+00:00,-13.966,166.516,7.1,43.0,2,6.5,6.4,532641330237468.4,6.3,4.602561342592592
usp0002p8f,1985-12-22 17:13:26.930000+00:00,-15.572,-178.448,6.0,17.8,1,6.0,6.0,63095734448019.43,0.0,0.0
usp0002p9m,1985-12-23 05:16:03.330000+00:00,62.222,-124.239,6.9,6.0,0,0.0,0.0,0.0,0.0,0.0
usp0002pbe,1985-12-24 04:09:41.270000+00:00,-35.09,54.272,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002pfd,1985-12-27 05:38:53.450000+00:00,-5.763,104.191,6.5,24.5,1,6.2,6.2,125892541179417.14,0.0,0.0
usp0002pqg,1986-01-03 09:43:28.600000+00:00,-0.972,126.868,6.1,39.1,0,0.0,0.0,0.0,0.0,0.0
usp0002q43,1986-01-16 13:04:31.350000+00:00,24.771,122.013,6.0,12.6,0,0.0,0.0,0.0,0.0,0.0
usp0002qh9,1986-01-28 12:32:16.640000+00:00,8.8,94.165,6.0,27.0,0,0.0,0.0,0.0,0.0,0.0
usp0002qxj,1986-02-12 02:59:30.420000+00:00,36.384,141.128,6.2,30.0,0,0.0,0.0,0.0,0.0,0.0
usp0002r9s,1986-02-24 19:41:46.360000+00:00,-8.934,156.795,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002rjw,1986-03-06 00:05:38.350000+00:00,40.368,51.555,6.5,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002rtg,1986-03-13 05:36:28.840000+00:00,-7.059,155.616,6.1,65.6,0,0.0,0.0,0.0,0.0,0.0
usp0002rus,1986-03-14 10:30:50.370000+00:00,-46.975,-12.953,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002rv1,1986-03-14 16:55:52.980000+00:00,-30.07,-176.559,6.2,42.1,0,0.0,0.0,0.0,0.0,0.0
usp0002s3q,1986-03-22 16:56:51.770000+00:00,-4.377,-104.701,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002s6g,1986-03-24 02:01:28.920000+00:00,28.541,130.009,6.3,26.2,0,0.0,0.0,0.0,0.0,0.0
usp0002sb7,1986-03-27 11:58:19.450000+00:00,-14.456,-178.041,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002stb,1986-04-10 02:21:10.570000+00:00,-0.948,126.863,6.2,13.0,0,0.0,0.0,0.0,0.0,0.0
usp0002suq,1986-04-11 17:22:20.810000+00:00,54.164,-167.883,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002swe,1986-04-14 00:25:12.490000+00:00,-13.923,166.831,6.5,29.4,0,0.0,0.0,0.0,0.0,0.0
usp0002sx0,1986-04-14 14:52:10.580000+00:00,-57.724,-24.373,6.4,11.1,0,0.0,0.0,0.0,0.0,0.0
usp0002syk,1986-04-16 12:52:16.070000+00:00,43.89,147.57,6.3,23.2,0,0.0,0.0,0.0,0.0,0.0
usp0002t21,1986-04-20 07:03:30.860000+00:00,-2.394,139.309,6.8,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002t82,1986-04-27 03:24:06.220000+00:00,-31.14,-13.482,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002tcb,1986-04-30 07:07:18.120000+00:00,18.404,-102.973,7.0,26.5,0,0.0,0.0,0.0,0.0,0.0
usp0002tdn,1986-05-01 19:31:40.220000+00:00,-21.861,170.228,6.1,51.6,0,0.0,0.0,0.0,0.0,0.0
usp0002tee,1986-05-02 10:30:02.850000+00:00,55.172,163.843,6.8,14.8,0,0.0,0.0,0.0,0.0,0.0
usp0002thr,1986-05-05 03:35:38.830000+00:00,37.993,37.806,6.1,9.6,0,0.0,0.0,0.0,0.0,0.0
usp0002tmu,1986-05-07 22:47:10.870000+00:00,51.52,-174.776,8.0,33.0,1,6.4,6.4,251188643150959.25,6.5,6.731381481481481
usp0002u79,1986-05-20 05:25:46.960000+00:00,24.125,121.619,6.2,19.3,0,0.0,0.0,0.0,0.0,0.0
usp0002u8k,1986-05-21 05:47:10.870000+00:00,43.684,148.416,6.3,39.1,0,0.0,0.0,0.0,0.0,0.0
usp0002uce,1986-05-24 10:43:35.930000+00:00,-15.575,-173.051,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002upe,1986-06-02 01:31:09.870000+00:00,-7.015,154.484,6.0,15.6,0,0.0,0.0,0.0,0.0,0.0
usp0002urh,1986-06-03 14:40:09.770000+00:00,10.378,125.964,6.1,67.0,0,0.0,0.0,0.0,0.0,0.0
usp0002uw8,1986-06-08 11:02:25.870000+00:00,43.269,146.491,6.1,56.2,0,0.0,0.0,0.0,0.0,0.0
usp0002uyr,1986-06-11 06:18:18.060000+00:00,-15.449,-179.227,6.0,17.8,0,0.0,0.0,0.0,0.0,0.0
usp0002uz0,1986-06-11 13:48:01.390000+00:00,10.597,-62.928,6.3,18.8,0,0.0,0.0,0.0,0.0,0.0
usp0002v4j,1986-06-17 10:38:17.260000+00:00,5.776,126.742,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002v4y,1986-06-17 18:13:11.550000+00:00,5.644,125.259,6.6,31.9,0,0.0,0.0,0.0,0.0,0.0
usp0002v5r,1986-06-18 08:05:15.450000+00:00,51.356,-176.653,6.5,27.0,0,0.0,0.0,0.0,0.0,0.0
usp0002v6r,1986-06-19 09:09:09.210000+00:00,56.331,-152.914,6.8,16.7,0,0.0,0.0,0.0,0.0,0.0
usp0002v7f,1986-06-19 23:18:26.810000+00:00,-30.944,-177.757,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002v80,1986-06-20 17:12:46.940000+00:00,31.24,86.847,6.1,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002vbq,1986-06-24 02:53:11.250000+00:00,34.794,140.595,6.6,62.6,0,0.0,0.0,0.0,0.0,0.0
usp0002vbx,1986-06-24 06:56:54.590000+00:00,-0.085,-17.824,6.4,21.6,0,0.0,0.0,0.0,0.0,0.0
usp0002vhy,1986-06-29 11:57:42.770000+00:00,-28.024,-177.957,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002vm4,1986-07-01 00:49:07.180000+00:00,-15.564,-172.452,6.1,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002vr4,1986-07-05 19:57:38.620000+00:00,-60.721,153.771,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002vrr,1986-07-06 19:24:22.990000+00:00,34.424,80.161,6.0,9.1,0,0.0,0.0,0.0,0.0,0.0
usp0002vss,1986-07-07 16:26:56.610000+00:00,10.389,56.832,6.5,7.8,0,0.0,0.0,0.0,0.0,0.0
ci700917,1986-07-08 09:20:44.560000+00:00,33.999,-116.608,6.0,9.468,0,0.0,0.0,0.0,0.0,0.0
usp0002vw0,1986-07-09 23:10:53.100000+00:00,1.904,126.525,6.8,27.6,0,0.0,0.0,0.0,0.0,0.0
usp0002w5r,1986-07-19 06:53:17.830000+00:00,53.6,-167.171,6.0,33.0,1,6.0,6.0,63095734448019.43,0.0,0.0
nc10085763,1986-07-21 14:42:26+00:00,37.538,-118.4428333,6.4,8.804,0,0.0,0.0,0.0,0.0,0.0
usp0002wh5,1986-07-25 23:41:08.640000+00:00,26.384,125.917,6.1,21.7,0,0.0,0.0,0.0,0.0,0.0
usp0002x57,1986-08-14 19:39:13.670000+00:00,1.795,126.519,7.5,33.0,5,6.4,6.299999999999999,947158262123077.4,0.0,0.0
usp0002x94,1986-08-18 01:59:54.500000+00:00,-20.492,-174.207,6.2,19.7,0,0.0,0.0,0.0,0.0,0.0
usp0002xc0,1986-08-20 21:23:54.880000+00:00,34.572,91.633,6.4,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0002xfn,1986-08-23 23:47:48.850000+00:00,-34.549,179.288,6.6,32.2,0,0.0,0.0,0.0,0.0,0.0
usp0002xjb,1986-08-26 09:43:00.390000+00:00,37.724,101.496,6.0,8.0,0,0.0,0.0,0.0,0.0,0.0
usp0002xuh,1986-09-05 02:47:17.770000+00:00,-59.493,-29.529,6.1,27.9,0,0.0,0.0,0.0,0.0,0.0
usp0002xzc,1986-09-11 00:18:25.590000+00:00,-5.187,152.442,6.5,51.2,0,0.0,0.0,0.0,0.0,0.0
usp0002y12,1986-09-12 23:57:15.610000+00:00,56.201,-153.405,6.5,31.3,0,0.0,0.0,0.0,0.0,0.0
usp0002y1k,1986-09-13 09:28:24.460000+00:00,-60.797,-36.779,6.3,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002y1v,1986-09-13 17:24:31.490000+00:00,37.014,22.176,6.0,11.2,0,0.0,0.0,0.0,0.0,0.0
usp0002y37,1986-09-14 20:58:23.190000+00:00,-6.47,154.916,6.1,58.8,0,0.0,0.0,0.0,0.0,0.0
usp0002y54,1986-09-16 18:20:17.750000+00:00,19.376,146.301,6.7,47.7,0,0.0,0.0,0.0,0.0,0.0
usp0002y67,1986-09-17 21:25:15.060000+00:00,10.497,56.983,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002yc2,1986-09-25 06:15:54.830000+00:00,23.032,-108.061,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002yct,1986-09-25 20:06:12.500000+00:00,3.677,126.777,6.0,45.4,0,0.0,0.0,0.0,0.0,0.0
usp0002yxy,1986-10-14 13:07:19.130000+00:00,-43.142,41.776,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0002yy6,1986-10-14 16:53:08.180000+00:00,-5.03,153.616,6.8,40.9,0,0.0,0.0,0.0,6.4,6.420588310185185
usp0002z0r,1986-10-17 07:32:51.300000+00:00,-5.272,131.432,6.4,67.0,0,0.0,0.0,0.0,0.0,0.0
usp0002z3j,1986-10-20 06:46:09.980000+00:00,-28.117,-176.367,7.7,29.1,1,6.1,6.1,89125093813374.4,6.2,15.543621527777777
usp0002z8y,1986-10-23 15:48:43.750000+00:00,-11.037,165.204,6.7,18.8,3,6.5,6.266666666666667,595737064685487.8,0.0,0.0
usp0002zbs,1986-10-25 20:47:01.800000+00:00,-17.663,168.135,6.4,30.6,0,0.0,0.0,0.0,0.0,0.0
usp0002zwt,1986-11-11 18:57:12.430000+00:00,-48.678,31.154,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0003009,1986-11-14 21:20:10.550000+00:00,23.901,121.574,7.4,33.8,1,6.3,6.3,177827941003892.28,0.0,0.0
usp0003094,1986-11-22 00:41:42.920000+00:00,34.438,139.52,6.0,9.0,0,0.0,0.0,0.0,0.0,0.0
usp00030ha,1986-11-30 20:15:30.320000+00:00,38.853,141.948,6.0,36.9,0,0.0,0.0,0.0,0.0,0.0
usp00030hw,1986-12-01 12:53:49.190000+00:00,-27.15,-176.379,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00030n2,1986-12-05 06:56:34.680000+00:00,-51.257,139.199,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00030py,1986-12-07 16:56:36.300000+00:00,18.823,-107.2,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00030zf,1986-12-19 03:41:55.310000+00:00,-9.917,119.201,6.5,24.9,0,0.0,0.0,0.0,0.0,0.0
usp000311j,1986-12-21 01:10:51.170000+00:00,-28.101,-176.737,6.5,17.1,0,0.0,0.0,0.0,0.0,0.0
usp000312n,1986-12-22 14:18:37.910000+00:00,-56.879,-48.76,6.4,10.0,0,0.0,0.0,0.0,0.0,0.0
usp000314z,1986-12-25 17:17:34.200000+00:00,-44.891,-80.105,6.4,10.0,0,0.0,0.0,0.0,0.0,0.0
usp000317x,1986-12-28 20:04:35.130000+00:00,-38.775,78.695,6.3,10.0,0,0.0,0.0,0.0,0.0,0.0
usp000319t,1986-12-30 15:32:13.570000+00:00,-20.399,-174.071,6.0,23.7,0,0.0,0.0,0.0,0.0,0.0
usp00031cd,1987-01-03 16:30:27.010000+00:00,-3.443,146.307,6.3,5.0,0,0.0,0.0,0.0,0.0,0.0
usp00031cn,1987-01-03 22:04:04.830000+00:00,-14.998,167.929,6.7,14.5,0,0.0,0.0,0.0,0.0,0.0
usp00031d9,1987-01-04 17:52:36.820000+00:00,5.973,-82.601,6.3,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00031dt,1987-01-05 12:11:55.770000+00:00,52.448,-169.381,6.8,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00031hj,1987-01-09 06:14:44.870000+00:00,39.895,141.677,6.6,67.7,0,0.0,0.0,0.0,0.0,0.0
usp00031hm,1987-01-09 08:01:35.950000+00:00,-19.469,-176.538,6.5,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00031mu,1987-01-13 13:23:59.570000+00:00,5.784,-78.966,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00031nt,1987-01-14 09:38:54.900000+00:00,-50.063,-113.884,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00031w0,1987-01-24 08:09:21.300000+00:00,41.529,79.318,6.2,28.9,0,0.0,0.0,0.0,0.0,0.0
usp000321p,1987-01-30 22:29:42.090000+00:00,-60.063,-26.916,7.0,47.6,0,0.0,0.0,0.0,0.0,0.0
usp000327d,1987-02-06 13:16:17.890000+00:00,36.988,141.689,6.8,47.7,0,0.0,0.0,0.0,0.0,0.0
usp000329f,1987-02-08 17:48:48.850000+00:00,1.604,126.588,6.2,16.9,0,0.0,0.0,0.0,6.2,4.985675578703703
usp000329h,1987-02-08 18:33:58.390000+00:00,-6.088,147.689,7.4,54.9,1,6.0,6.0,63095734448019.43,6.1,13.703648726851851
usp00032ct,1987-02-11 06:12:53.390000+00:00,18.831,120.981,6.0,23.5,0,0.0,0.0,0.0,0.0,0.0
usp00032cx,1987-02-11 07:56:12.910000+00:00,-15.834,167.355,6.4,23.9,0,0.0,0.0,0.0,0.0,0.0
usp00032ej,1987-02-13 07:18:29.090000+00:00,0.67,126.167,6.8,32.2,0,0.0,0.0,0.0,6.2,0.42340428240740735
usp00032jj,1987-02-17 06:16:12.120000+00:00,-32.793,-179.304,6.8,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00032k6,1987-02-18 00:00:52.540000+00:00,51.298,-179.279,6.2,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00032pt,1987-02-23 02:43:39.580000+00:00,-57.922,-25.35,6.2,26.8,0,0.0,0.0,0.0,0.0,0.0
usp00032qm,1987-02-24 00:51:26.750000+00:00,-56.608,147.329,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00032u7,1987-02-27 08:31:54.400000+00:00,53.47,-167.291,6.9,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00032x6,1987-03-02 01:42:34.110000+00:00,-37.965,176.765,6.5,19.2,0,0.0,0.0,0.0,0.0,0.0
usp00032xb,1987-03-02 05:57:43.560000+00:00,-45.708,96.212,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp0003304,1987-03-05 09:17:05.280000+00:00,-24.388,-70.161,7.6,62.3,3,7.0,6.433333333333334,2210279949961674.5,6.1,13.754772569444446
usp000330w,1987-03-06 04:10:41.960000+00:00,0.151,-77.821,7.2,10.0,1,6.0,6.0,63095734448019.43,0.0,0.0
usp0003380,1987-03-12 12:18:11.970000+00:00,15.61,-94.597,6.1,40.0,0,0.0,0.0,0.0,0.0,0.0
usp0003394,1987-03-13 08:21:49.090000+00:00,-23.778,-177.325,6.2,32.1,0,0.0,0.0,0.0,0.0,0.0
usp00033c8,1987-03-16 15:49:36.990000+00:00,-6.446,147.603,6.0,26.0,0,0.0,0.0,0.0,0.0,0.0
usp00033dc,1987-03-18 00:22:49.120000+00:00,2.114,126.571,6.1,29.7,0,0.0,0.0,0.0,0.0,0.0
usp00033dd,1987-03-18 03:36:30.330000+00:00,32.034,131.837,6.7,54.0,0,0.0,0.0,0.0,0.0,0.0
usp00033h9,1987-03-22 02:49:15.900000+00:00,51.594,-173.574,6.2,19.8,0,0.0,0.0,0.0,0.0,0.0
usp00033vd,1987-04-03 01:17:08.080000+00:00,49.928,78.829,6.2,0.0,0,0.0,0.0,0.0,6.0,10.990239930555555
usp00033z3,1987-04-07 00:40:43.400000+00:00,37.363,141.796,6.7,29.4,0,0.0,0.0,0.0,6.7,12.814348958333333
usp000340n,1987-04-08 17:42:37.260000+00:00,11.678,-86.401,6.4,55.8,0,0.0,0.0,0.0,0.0,0.0
usp000340y,1987-04-09 00:48:55.510000+00:00,1.242,128.432,6.3,45.0,0,0.0,0.0,0.0,0.0,0.0
usp000344z,1987-04-14 02:08:13.730000+00:00,18.802,146.951,6.1,22.9,0,0.0,0.0,0.0,0.0,0.0
usp00034bb,1987-04-21 15:28:39.840000+00:00,-22.74,170.261,6.1,14.6,0,0.0,0.0,0.0,0.0,0.0
usp00034fg,1987-04-25 19:22:07.200000+00:00,2.244,98.866,6.4,11.1,0,0.0,0.0,0.0,0.0,0.0
usp00034ra,1987-05-05 10:50:55.370000+00:00,-0.003,-19.152,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00034ry,1987-05-06 04:06:14.150000+00:00,51.272,-179.898,6.8,20.1,0,0.0,0.0,0.0,0.0,0.0
usp00034sg,1987-05-06 12:39:49.110000+00:00,-5.715,152.656,6.5,20.0,0,0.0,0.0,0.0,0.0,0.0
usp00034xs,1987-05-12 01:30:25.030000+00:00,7.09,126.701,6.7,24.7,0,0.0,0.0,0.0,0.0,0.0
usp0003507,1987-05-14 16:04:26.430000+00:00,-5.644,-81.377,6.0,28.6,0,0.0,0.0,0.0,0.0,0.0
usp0003533,1987-05-18 01:53:51.040000+00:00,25.271,94.202,6.3,49.5,0,0.0,0.0,0.0,0.0,0.0
usp000353b,1987-05-18 07:23:24.150000+00:00,-2.229,100.033,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp000353c,1987-05-18 07:27:00.210000+00:00,8.302,125.362,6.3,16.4,0,0.0,0.0,0.0,0.0,0.0
usp000353z,1987-05-19 12:56:25.290000+00:00,-30.284,-71.484,6.2,36.4,0,0.0,0.0,0.0,0.0,0.0
usp0003588,1987-05-25 11:31:54.330000+00:00,63.85,-19.728,6.0,7.6,0,0.0,0.0,0.0,0.0,0.0
usp00035hr,1987-06-05 04:59:58.390000+00:00,41.584,88.737,6.2,0.0,0,0.0,0.0,0.0,0.0,0.0
usp00035j7,1987-06-05 21:25:11.230000+00:00,5.381,127.534,6.1,45.1,0,0.0,0.0,0.0,0.0,0.0
usp00035k6,1987-06-06 18:40:27.480000+00:00,10.672,126.115,6.5,14.4,0,0.0,0.0,0.0,6.2,4.435409606481482
usp00035kr,1987-06-07 05:49:43.630000+00:00,20.429,121.366,6.3,14.8,0,0.0,0.0,0.0,0.0,0.0
usp00035nc,1987-06-09 06:19:25.420000+00:00,-6.366,148.832,6.3,54.3,0,0.0,0.0,0.0,0.0,0.0
usp00035pt,1987-06-10 19:51:30.330000+00:00,-60.167,-26.954,6.2,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00035rx,1987-06-13 14:00:39.310000+00:00,44.671,150.392,6.0,42.4,0,0.0,0.0,0.0,0.0,0.0
usp00035ur,1987-06-17 01:32:53.720000+00:00,-5.577,130.791,7.1,67.3,0,0.0,0.0,0.0,0.0,0.0
usp00035xc,1987-06-20 00:53:04.830000+00:00,49.913,78.735,6.1,0.0,0,0.0,0.0,0.0,0.0,0.0
usp00035yn,1987-06-21 05:46:10.010000+00:00,54.211,-162.601,6.5,33.6,0,0.0,0.0,0.0,0.0,0.0
usp0003615,1987-06-24 03:30:30.700000+00:00,-21.179,173.581,6.5,33.0,0,0.0,0.0,0.0,0.0,0.0
usp000363t,1987-06-26 23:05:48.290000+00:00,-21.276,169.18,6.1,23.8,0,0.0,0.0,0.0,0.0,0.0
usp000363y,1987-06-27 00:17:04.610000+00:00,-2.164,138.17,6.6,20.7,0,0.0,0.0,0.0,0.0,0.0
usp000364p,1987-06-27 09:09:05.860000+00:00,-14.097,-75.979,6.2,61.0,0,0.0,0.0,0.0,0.0,0.0
usp00036cp,1987-07-06 01:06:07.680000+00:00,-26.999,-108.285,6.7,10.0,1,6.5,6.5,354813389233576.06,0.0,0.0
usp00036ct,1987-07-06 02:49:42.780000+00:00,-14.074,167.828,6.6,47.5,0,0.0,0.0,0.0,0.0,0.0
usp00036gj,1987-07-09 07:27:34.280000+00:00,-56.375,-25.642,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00036hz,1987-07-10 18:49:53.910000+00:00,55.137,165.525,6.4,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00036nt,1987-07-15 07:16:13.550000+00:00,17.522,-97.153,6.2,67.0,0,0.0,0.0,0.0,0.0,0.0
usp00036q2,1987-07-17 01:57:38.640000+00:00,1.496,-85.3,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00037c3,1987-08-08 15:48:56.750000+00:00,-19.022,-69.991,7.2,69.7,0,0.0,0.0,0.0,0.0,0.0
usp00037gc,1987-08-13 15:23:06.930000+00:00,-17.897,-70.931,6.6,36.5,0,0.0,0.0,0.0,0.0,0.0
usp00037h2,1987-08-14 05:59:04.230000+00:00,-12.58,166.589,6.0,29.2,0,0.0,0.0,0.0,0.0,0.0
usp00037ju,1987-08-15 18:04:23.120000+00:00,-28.135,-70.884,6.5,37.4,0,0.0,0.0,0.0,0.0,0.0
usp00037m5,1987-08-18 02:18:50.640000+00:00,-5.593,151.686,6.1,50.2,0,0.0,0.0,0.0,0.0,0.0
usp000381s,1987-09-03 06:40:13.910000+00:00,-58.893,158.513,7.4,33.0,1,6.8,6.8,1000000000000000.0,0.0,0.0
usp000382v,1987-09-04 04:27:08.880000+00:00,49.293,156.41,6.3,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0003862,1987-09-07 11:57:09.430000+00:00,-31.089,-177.968,6.6,33.0,0,0.0,0.0,0.0,0.0,0.0
usp000386u,1987-09-08 02:58:50.500000+00:00,6.521,-82.572,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00038cb,1987-09-13 20:08:51.690000+00:00,-34.333,-69.971,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0
usp00038du,1987-09-15 08:50:09.940000+00:00,-4.709,153.157,6.0,63.1,0,0.0,0.0,0.0,0.0,0.0
usp00038ff,1987-09-17 04:47:13.330000+00:00,-4.118,145.706,6.1,15.4,0,0.0,0.0,0.0,0.0,0.0
usp00038m3,1987-09-22 13:43:37.680000+00:00,-0.978,-78.05,6.4,10.0,1,6.0,6.0,63095734448019.43,0.0,0.0
usp00038n5,1987-09-23 15:14:56.290000+00:00,-50.716,139.279,6.2,10.0,1,6.1,6.1,89125093813374.4,0.0,0.0
usp00038tb,1987-09-28 11:47:08.610000+00:00,-18.411,168.058,6.8,30.7,2,6.6,6.55,856000622860847.5,0.0,0.0
usp00038yu,1987-10-04 08:15:18.750000+00:00,10.823,-85.926,6.2,47.9,0,0.0,0.0,0.0,0.0,0.0
usp000390n,1987-10-06 04:19:06.080000+00:00,-17.94,-172.225,7.3,16.0,0,0.0,0.0,0.0,0.0,0.0
usp000391f,1987-10-06 20:11:35.140000+00:00,52.956,159.972,6.5,33.7,0,0.0,0.0,0.0,0.0,0.0
usp000392g,1987-10-08 03:20:45.770000+00:00,-19.599,-173.111,6.3,40.4,0,0.0,0.0,0.0,0.0,0.0
usp000396s,1987-10-12 13:57:04.790000+00:00,-7.288,154.371,7.0,24.7,0,0.0,0.0,0.0,0.0,0.0
usp00039av,1987-10-16 20:48:01.640000+00:00,-6.266,149.06,7.4,47.8,0,0.0,0.0,0.0,0.0,0.0
usp00039e8,1987-10-20 09:23:36.290000+00:00,52.577,172.32,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00039kf,1987-10-25 16:46:13.380000+00:00,5.409,36.751,6.3,12.0,1,6.0,6.0,63095734448019.43,0.0,0.0
usp00039kg,1987-10-25 16:54:05.690000+00:00,-2.323,138.364,6.8,33.0,0,0.0,0.0,0.0,0.0,0.0
usp00039td,1987-11-01 08:42:06.530000+00:00,-28.674,-177.553,6.2,59.8,0,0.0,0.0,0.0,0.0,0.0
usp0003a4k,1987-11-14 22:23:00.090000+00:00,19.632,-108.96,6.2,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0003a8a,1987-11-18 16:27:05.270000+00:00,12.845,124.77,6.4,22.2,0,0.0,0.0,0.0,0.0,0.0
ci628016,1987-11-24 13:15:56.710000+00:00,33.015,-115.852,6.6,11.181,0,0.0,0.0,0.0,0.0,0.0
usp0003ajq,1987-11-26 01:43:14.050000+00:00,-8.247,124.155,6.7,33.0,0,0.0,0.0,0.0,0.0,0.0
usp0003akb,1987-11-26 17:28:54.730000+00:00,-16.351,168.119,6.2,18.2,1,6.2,6.2,125892541179417.14,0.0,0.0
usp0003amu,1987-11-28 04:03:45.290000+00:00,-0.338,124.864,6.3,33.7,0,0.0,0.0,0.0,0.0,0.0
usp0003aq8,1987-11-30 19:23:19.590000+00:00,58.679,-142.786,7.9,10.0,0,0.0,0.0,0.0,0.0,0.0
