mainshock_id,mainshock_time,mainshock_lat,mainshock_lon,mainshock_mag,mainshock_depth,early_aftershock_count,early_max_mag,early_mean_mag,early_energy_sum,target_max_mag,target_time_to_max_days,advanced_early_event_count,bath_deficit,bath_early_max_mag,bath_valid,gr_b_value,gr_a_value,gr_mc,gr_n,gr_valid,productivity_index,omori_p,omori_c,omori_k,omori_nll,omori_n,omori_p_boundary_hit,omori_valid,anisotropy_major_axis_km,anisotropy_minor_axis_km,anisotropy_axis_ratio,anisotropy_azimuth_deg,anisotropy_n,anisotropy_valid,count_1h,energy_1h,count_6h,energy_6h,count_12h,energy_12h,count_24h,energy_24h,count_72h,energy_72h,etas_mu,etas_K0,etas_alpha,etas_c,etas_p,etas_nll,etas_n,etas_valid,plate_type_SUB,plate_type_OTF,plate_type_OSR,plate_type_UNK,plate_boundary_distance_km,nearest_plate_boundary_type,strike1,dip1,rake1,strike2,dip2,rake2,fault_type,fault_type_Thrust,fault_type_Normal,fault_type_Strike_Slip,fault_type_Unknown,fault_type_NF,fault_type_SS,fault_type_TF,fault_type_UNK,plunge_P,trend_P,plunge_T,trend_T,f_clvd,gcmt_time_diff_seconds,gcmt_distance_km,focal_mechanism_valid
usp000a9mw,2001-02-14 14:16:59.180000+00:00,-19.691,177.39,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0,5,1.2999999999999998,4.9,True,,,4.7,4,False,,,,,,5,False,False,32.88563296597571,1.2001722252795695,27.40076155179753,139.52579730588872,5,True,0,0.0,1,354813389233.57605,1,354813389233.57605,1,354813389233.57605,5,4183242502624.612,,,,,,,5,False,0,0,0,1,172.95144392148939,UNK,51.0,60.0,2.0,320.0,89.0,150.0,Strike-Slip,0,0,1,0,0,1,0,0,19.0,9.0,22.0,271.0,0.1526104417670682,0.02,0.11119492664426889,True
usp000a9ts,2001-02-17 20:11:30+00:00,53.92,-133.61,6.2,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2.1000000000000005,4.1,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,1,89125093813.3744,1,89125093813.3744,1,89125093813.3744,1,89125093813.3744,,,,,,,1,False,0,0,0,1,18.427030275845453,UNK,,,,,,,Unknown,0,0,0,1,0,0,0,1,,,,,,,,False
usp000a9vw,2001-02-18 13:04:53.420000+00:00,-47.456,32.386,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,1,1.2999999999999998,4.7,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,707945784384.1403,,,,,,,1,False,0,0,0,1,60.03452053130533,UNK,284.0,81.0,-6.0,15.0,84.0,-171.0,Strike-Slip,0,0,1,0,0,1,0,0,11.0,240.0,2.0,150.0,0.0629921259842519,0.02,0.5369050086614988,True
usp000aa8b,2001-02-24 07:23:48.730000+00:00,1.271,126.249,7.1,35.0,1,6.2,6.2,125892541179417.14,0.0,0.0,28,0.8999999999999995,6.2,True,1.0218693691841223,6.001629093910943,4.6,20,True,-1.2536434272963248,2.5,5.464023818905877,1114.5219639197114,-35.9847548132951,28,True,False,17.89325018495487,11.000567790203633,1.6265751483200164,42.83828974343453,28,True,0,0.0,1,89125093813.3744,8,161727300671175.72,15,169595202118460.38,28,196143643236656.5,,,,,,,28,False,1,0,0,0,0.2929006194626172,SUB,197.0,42.0,78.0,32.0,49.0,100.0,Thrust,1,0,0,0,0,0,1,0,4.0,115.0,81.0,0.0,0.026431718061674,0.03,0.1572340447648432,True
usp000aake,2001-02-28 12:30:14.050000+00:00,-21.986,170.207,6.7,10.0,1,6.3,6.3,177827941003892.28,0.0,0.0,20,0.40000000000000036,6.3,True,0.5109346845920612,3.395862202491432,4.1,20,True,-0.02740018427537816,,,,-24.587156801235295,20,False,False,25.557765184172002,19.751335772087284,1.2939765431100818,49.06882505092821,20,True,3,201620155275746.25,5,210271383407373.22,9,215092616210701.1,15,250058134174789.78,20,255837957752605.25,1.1268071121898329,0.3076876396320181,0.6777938828746677,0.05,1.0,-24.835820379127473,20,True,1,0,0,0,60.02552517996731,SUB,321.0,28.0,94.0,137.0,62.0,88.0,Thrust,1,0,0,0,0,0,1,0,17.0,228.0,73.0,42.0,-0.0424954792043399,0.05,0.5417639829086827,True
uw10530748,2001-02-28 18:54:32.830000+00:00,47.149,-122.7266667,6.8,51.798,0,0.0,0.0,0.0,0.0,0.0,0,6.8,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,360.13190278368296,SUB,176.0,17.0,-96.0,2.0,73.0,-88.0,Normal,0,1,0,0,1,0,0,0,62.0,275.0,28.0,90.0,0.0280898876404494,0.03,0.275507752549759,True
usp000ab03,2001-03-06 09:17:36.080000+00:00,-54.588,157.271,6.4,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.4,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,157.38613697074314,UNK,145.0,86.0,4.0,55.0,86.0,176.0,Strike-Slip,0,0,1,0,0,1,0,0,0.0,100.0,5.0,10.0,-0.0382165605095541,0.02,0.23153518031151263,True
usp000ab2q,2001-03-07 18:10:58.650000+00:00,-6.81,-12.911,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,1,1.2000000000000002,4.8,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,1,1000000000000.0,1,1000000000000.0,1,1000000000000.0,,,,,,,1,False,0,0,0,1,41.42036894737726,UNK,74.0,71.0,-7.0,167.0,83.0,-161.0,Strike-Slip,0,0,1,0,0,1,0,0,18.0,32.0,8.0,299.0,-0.0232558139534883,0.05,0.11041042726605105,True
usp000abdy,2001-03-15 01:22:43.370000+00:00,8.656,94.013,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,3,1.0999999999999996,4.9,True,,,,3,False,,,,,,3,False,False,49.26841302927222,13.716274486483108,3.5919675621703586,60.79184056022001,3,True,2,1663726187773.7136,3,2371671972157.854,3,2371671972157.854,3,2371671972157.854,3,2371671972157.854,,,,,,,3,False,0,0,0,1,17.064175629903623,UNK,348.0,81.0,-178.0,258.0,88.0,-9.0,Strike-Slip,0,0,1,0,0,1,0,0,8.0,213.0,5.0,303.0,-0.0607569721115537,0.03,0.553702165542223,True
usp000abf1,2001-03-15 13:02:42.110000+00:00,-32.321,-71.492,6.0,37.0,0,0.0,0.0,0.0,0.0,0.0,3,1.7000000000000002,4.3,True,,,,3,False,,,,,,3,False,False,6.182079837535627,0.32201732599167004,19.19797271310658,165.89787557983342,3,True,1,63095734448.019424,2,188988275627.43655,2,188988275627.43655,2,188988275627.43655,3,366816216631.32886,,,,,,,3,False,1,0,0,0,140.8495749202081,SUB,144.0,38.0,59.0,2.0,58.0,112.0,Thrust,1,0,0,0,0,0,1,0,10.0,76.0,68.0,319.0,0.1578947368421052,0.01,0.21836648757544863,True
usp000abqh,2001-03-19 05:52:15.890000+00:00,-4.029,128.02,6.5,33.0,0,0.0,0.0,0.0,0.0,0.0,6,0.7000000000000002,5.8,True,0.8405699649740374,4.140431110279793,4.0,6,True,-1.3232736620514496,,,,,6,False,False,31.136280885862362,6.439831185819325,4.834952964982259,78.05314245502547,6,True,1,31622776601683.793,5,32313251038655.12,5,32313251038655.12,5,32313251038655.12,6,32564439681806.08,,,,,,,6,False,0,0,0,1,84.74211525586824,UNK,323.0,70.0,-159.0,226.0,71.0,-21.0,Strike-Slip,0,0,1,0,0,1,0,0,29.0,184.0,1.0,274.0,-0.3220640569395018,0.01,0.11119492664462255,True
usp000abx1,2001-03-23 11:30:10.520000+00:00,44.071,148.054,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,126.09591205161809,SUB,231.0,31.0,112.0,26.0,61.0,77.0,Thrust,1,0,0,0,0,0,1,0,16.0,125.0,71.0,268.0,-0.2080772607550483,0.02,0.33836014749295645,True
usp000abyg,2001-03-24 06:27:53.580000+00:00,34.083,132.526,6.8,50.0,0,0.0,0.0,0.0,0.0,0.0,3,1.5999999999999996,5.2,True,,,,3,False,,,,,,3,False,False,7.00157336188232,1.7711887333435588,3.953036302723714,167.57506566751624,3,True,0,0.0,0,0.0,0,0.0,0,0.0,3,4321385442499.318,,,,,,,3,False,0,0,0,1,320.8418223162098,UNK,323.0,39.0,-121.0,181.0,57.0,-67.0,Normal,0,1,0,0,1,0,0,0,69.0,139.0,10.0,254.0,0.2751091703056768,0.02,0.4969771231222339,True
usp000acjh,2001-04-04 07:44:11.200000+00:00,-5.176,132.369,6.4,33.0,0,0.0,0.0,0.0,0.0,0.0,0,6.4,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,90.88613250176559,UNK,70.0,76.0,-6.0,161.0,84.0,-166.0,Strike-Slip,0,0,1,0,0,1,0,0,14.0,26.0,6.0,295.0,-0.0485933503836317,0.0,0.4583585829828139,True
usp000acrz,2001-04-07 23:17:37.920000+00:00,-27.554,-176.336,6.2,33.0,0,0.0,0.0,0.0,0.0,0.0,2,1.6000000000000005,4.6,True,,,,2,False,,,,,,2,False,False,,,,,2,False,1,251188643150.95822,1,251188643150.95822,1,251188643150.95822,2,752375876778.2297,2,752375876778.2297,,,,,,,2,False,1,0,0,0,67.81897506710725,SUB,193.0,21.0,86.0,17.0,69.0,91.0,Thrust,1,0,0,0,0,0,1,0,24.0,106.0,66.0,290.0,-0.0657276995305164,0.02,0.5944168037761784,True
usp000acv4,2001-04-09 09:00:57.170000+00:00,-32.668,-73.109,6.7,11.0,0,0.0,0.0,0.0,0.0,0.0,20,2.1000000000000005,4.6,True,2.4816827537328825,11.227761010595511,4.0,20,True,-5.3995134394148,,,,-19.139551817158363,20,False,False,11.61020795510236,8.909379678834323,1.3031443684776722,164.1103720059369,20,True,2,564282968075.2909,7,1531975407562.934,7,1531975407562.934,7,1531975407562.934,20,2571192918310.7144,3.484176464604902,0.6456488576810377,0.6095904327210717,0.05,1.0,-21.680608245171385,20,True,1,0,0,0,26.13902679419944,SUB,219.0,44.0,-86.0,33.0,46.0,-94.0,Normal,0,1,0,0,1,0,0,0,87.0,229.0,1.0,126.0,0.171875,0.03,0.24128612989434362,True
usp000ad5v,2001-04-13 15:33:53.550000+00:00,-59.723,-25.586,6.2,26.0,0,0.0,0.0,0.0,0.0,0.0,2,1.5,4.7,True,,,,2,False,,,,,,2,False,False,,,,,2,False,1,707945784384.1403,2,833838325563.5574,2,833838325563.5574,2,833838325563.5574,2,833838325563.5574,,,,,,,2,False,1,0,0,0,76.79049980076265,SUB,214.0,23.0,106.0,17.0,68.0,83.0,Thrust,1,0,0,0,0,0,1,0,22.0,112.0,67.0,275.0,-0.0082644628099173,0.05,0.4019591301258099,True
usp000ad8z,2001-04-14 23:27:26.660000+00:00,30.092,141.768,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,1,1.4000000000000004,4.6,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,,,,,,,1,False,1,0,0,0,75.25162343550171,SUB,358.0,43.0,-100.0,191.0,48.0,-81.0,Normal,0,1,0,0,1,0,0,0,83.0,163.0,3.0,275.0,-0.0471698113207547,0.04,0.29407837904228123,True
usp000adkn,2001-04-19 21:43:42.280000+00:00,-7.41,155.865,6.7,17.0,0,0.0,0.0,0.0,0.0,0.0,19,1.1000000000000005,5.6,True,1.05925483391037,5.8368125282613095,4.4,15,True,-1.2601948589381697,2.4771189739360366,0.32497755915908594,5.512447247237978,-38.4549397875767,19,False,True,15.40775843869906,9.068653362268254,1.6990128327989447,147.05602964911748,19,True,3,4115745643975.7783,11,8867348672527.41,15,10171031521597.04,17,26271152089359.105,19,30607037184127.664,1.0000000000000004e-06,0.1815342599313048,1.1010707673442555,0.32497755915908594,2.4771189739360366,-38.45493897163645,19,True,1,0,0,0,31.42563599159571,SUB,319.0,28.0,113.0,113.0,64.0,78.0,Thrust,1,0,0,0,0,0,1,0,18.0,212.0,69.0,359.0,0.0160142348754448,0.02,0.5513315045892954,True
usp000aehw,2001-05-07 00:33:23.800000+00:00,-56.186,-144.471,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0,1,0.7999999999999998,5.4,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,1,7943282347242.8545,1,7943282347242.8545,1,7943282347242.8545,1,7943282347242.8545,,,,,,,1,False,0,0,0,1,47.663472686093634,UNK,301.0,80.0,2.0,211.0,88.0,170.0,Strike-Slip,0,0,1,0,0,1,0,0,6.0,256.0,8.0,166.0,-0.0703324808184143,0.0,0.4490631371609958,True
usp000aepq,2001-05-09 17:38:26.120000+00:00,-10.318,161.232,6.3,67.9,0,0.0,0.0,0.0,0.0,0.0,1,1.0999999999999996,5.2,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,1,3981071705534.9854,1,3981071705534.9854,1,3981071705534.9854,1,3981071705534.9854,,,,,,,1,False,1,0,0,0,77.47715268837506,SUB,291.0,43.0,38.0,171.0,65.0,126.0,Strike-Slip,0,0,1,0,0,1,0,0,13.0,236.0,55.0,127.0,-0.1496062992125984,0.02,0.31197365033583196,True
usp000af7k,2001-05-20 04:21:43.820000+00:00,18.816,-104.446,6.3,33.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0999999999999996,4.2,True,,,,2,False,,,,,,2,False,False,,,,,2,False,0,0.0,1,63095734448.019424,2,188988275627.43655,2,188988275627.43655,2,188988275627.43655,,,,,,,2,False,1,0,0,0,60.23209365556488,SUB,290.0,17.0,73.0,127.0,74.0,95.0,Thrust,1,0,0,0,0,0,1,0,29.0,213.0,61.0,44.0,-0.0082872928176795,0.02,0.6124332404667392,True
usp000afg1,2001-05-25 00:40:50.600000+00:00,44.268,148.393,6.7,33.0,0,0.0,0.0,0.0,0.0,0.0,10,1.6000000000000005,5.1,True,1.510589502272182,7.851801697443981,4.6,8,True,-2.269147967779639,1.2628716889611327,0.04823806817923391,1.78499684557668,-12.563191191848091,10,False,True,8.897963180056355,4.56381149201523,1.9496780696626244,16.863991719443135,10,True,2,1209133018011.4116,5,6377591653478.32,7,9285099678556.145,9,11285099678556.143,10,11786286912183.414,0.010123710078536697,0.22557373114299348,0.7944187264154788,0.04823806817923391,1.2628716889611327,-12.563248769030961,10,True,1,0,0,0,128.62349653148803,SUB,230.0,22.0,113.0,25.0,70.0,81.0,Thrust,1,0,0,0,0,0,1,0,25.0,122.0,64.0,281.0,-0.0362811791383219,0.0,0.32636824319655733,True
usp000afp5,2001-05-28 08:37:05.110000+00:00,-6.609,132.346,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,6.72884838945053,UNK,61.0,33.0,-10.0,160.0,84.0,-123.0,Strike-Slip,0,0,1,0,0,1,0,0,41.0,40.0,32.0,277.0,0.088235294117647,0.01,0.45560111297655076,True
usp000afry,2001-05-29 23:37:19.490000+00:00,-7.022,155.037,6.4,14.0,0,0.0,0.0,0.0,0.0,0.0,12,0.5,5.9,True,0.5459702058212306,3.3344675496073934,4.2,11,True,-0.15974176764848247,,,,-4.591414739308284,12,False,False,20.279920315552882,9.563334185157917,2.1205909908520053,92.5136747488314,12,True,1,22387211385683.47,4,28731923032596.508,6,29212628963009.5,6,29212628963009.5,12,84133742129983.22,2.039518234591682,0.23631722398114308,0.529631510021793,0.05,1.0,-6.97312915484444,12,True,0,0,0,1,23.629998540067447,UNK,314.0,23.0,107.0,116.0,68.0,83.0,Thrust,1,0,0,0,0,0,1,0,23.0,211.0,66.0,14.0,-0.0199115044247787,0.01,0.3988401217320914,True
usp000ag32,2001-06-05 09:00:05.380000+00:00,-6.884,146.388,6.4,10.0,1,6.0,6.0,63095734448019.43,0.0,0.0,20,0.40000000000000036,6.0,True,0.9650988486738925,5.519036078088198,4.5,15,True,-0.6575965534247148,1.267144620823093,0.04224549599745398,3.369141053211268,-40.392716443104135,20,False,True,13.413549366591567,6.1090132454630925,2.195698196685569,100.27838232570505,20,True,6,20047781501353.25,11,24315272568781.562,14,87854945499847.95,17,88877175661831.05,20,90770419136866.8,0.010138807346671467,0.2179382322353172,0.7819516684183663,0.04224549599745398,1.267144620823093,-40.389697947262775,20,True,0,0,0,1,42.91464988370246,UNK,218.0,27.0,74.0,56.0,64.0,98.0,Thrust,1,0,0,0,0,0,1,0,18.0,140.0,70.0,343.0,-0.0,0.02,0.49656432226582475,True
usp000agn9,2001-06-14 19:48:47.850000+00:00,51.16,-179.828,6.5,18.0,0,0.0,0.0,0.0,0.0,0.0,3,1.5,5.0,True,,,,3,False,,,,,,3,False,False,14481.823608663519,4.83499629169345,2995.2088347085955,90.03162702241602,3,True,1,1995262314968.8828,1,1995262314968.8828,3,3496924953405.0127,3,3496924953405.0127,3,3496924953405.0127,,,,,,,3,False,1,0,0,0,116.03808728672684,SUB,265.0,21.0,108.0,66.0,70.0,84.0,Thrust,1,0,0,0,0,0,1,0,25.0,161.0,64.0,326.0,-0.0514018691588785,0.05,0.13947129369766245,True
usp000agpj,2001-06-15 06:17:45.330000+00:00,18.833,146.983,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,12,0.9000000000000004,5.1,True,1.7371779276130073,8.771543183697858,4.5,9,True,-1.6515243819801846,1.7033554387903356,0.05133799226921004,1.108164202527538,-25.867196945961417,12,False,True,13.06403874882369,5.207354166566156,2.508767088035113,93.74148516076099,12,True,4,6934128575240.229,9,8573959171489.502,11,9017897654536.453,11,9017897654536.453,12,9372711043770.03,0.09679124220006843,0.18162645163798563,0.6861586393225092,0.05133799226921004,1.7033554387903356,-25.895163907749946,12,True,1,0,0,0,80.16803908965781,SUB,177.0,20.0,77.0,11.0,71.0,95.0,Thrust,1,0,0,0,0,0,1,0,25.0,98.0,64.0,289.0,-0.0060658578856152,0.03,0.45930749618859057,True
usp000agrb,2001-06-15 16:19:07.610000+00:00,13.903,51.679,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,1.6388188943595778,UNK,293.0,77.0,-7.0,25.0,83.0,-167.0,Strike-Slip,0,0,1,0,0,1,0,0,14.0,249.0,4.0,158.0,0.0741106719367589,0.01,0.35061293150183975,True
usp000agrt,2001-06-16 02:13:38.180000+00:00,-14.889,-173.339,6.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,22.620851187286362,SUB,108.0,39.0,3.0,16.0,88.0,129.0,Strike-Slip,0,0,1,0,0,1,0,0,32.0,75.0,35.0,319.0,-0.0935613682092555,0.02,0.15463587736453827,True
official20010623203314130_33,2001-06-23 20:33:14.130000+00:00,-16.265,-73.641,8.4,33.0,0,0.0,0.0,0.0,6.6,8.722618402777778,64,2.5,5.9,True,1.4476482730108402,8.540634569095337,4.9,28,True,-3.6196109241957206,0.9628821773204054,0.2597093718051773,25.36713964419637,-146.85325827930745,64,False,True,33.31488670976431,15.36907852405001,2.1676567438725844,123.47352870852723,64,True,2,11924354052777.84,17,107219004277104.16,30,119928131289758.28,38,128783768322675.56,64,185853362113004.7,0.013552081899345429,0.5581446717039155,1.1223384597700472,0.2597093718051773,0.9628821773204054,-146.85382008221768,64,True,1,0,0,0,119.70480944451052,SUB,310.0,18.0,63.0,159.0,74.0,98.0,Thrust,1,0,0,0,0,0,1,0,29.0,242.0,60.0,80.0,-0.0640176600441501,0.03,0.5661293811054793,True
usp000aham,2001-06-24 13:18:51.710000+00:00,44.189,148.51,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,111.03730117241192,SUB,225.0,30.0,109.0,23.0,62.0,80.0,Thrust,1,0,0,0,0,0,1,0,16.0,121.0,71.0,270.0,-0.1835897435897436,0.01,0.11119492664426889,True
usp000ahgp,2001-06-26 12:33:52.030000+00:00,-4.07,-104.469,6.1,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.1,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,0,0,0,1,18.52156111315445,UNK,91.0,85.0,5.0,0.0,85.0,175.0,Strike-Slip,0,0,1,0,0,1,0,0,0.0,45.0,7.0,315.0,0.0697674418604651,0.03,0.11091450217828822,True
usp000ahse,2001-07-01 01:46:06.130000+00:00,-4.312,152.956,6.1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1.2999999999999998,4.8,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,0,0.0,0,0.0,1,1000000000000.0,,,,,,,1,False,0,0,0,1,20.18702293504903,UNK,316.0,26.0,22.0,205.0,81.0,114.0,Strike-Slip,0,0,1,0,0,1,0,0,31.0,276.0,49.0,141.0,-0.0177514792899408,0.03,0.4961535958822753,True
usp000ahzc,2001-07-04 12:09:03.840000+00:00,-17.003,-65.711,6.2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,1.7999999999999998,4.4,True,,,,1,False,,,,,,1,False,False,,,,,1,False,1,251188643150.95822,1,251188643150.95822,1,251188643150.95822,1,251188643150.95822,1,251188643150.95822,,,,,,,1,False,0,0,0,1,15.056702050122851,UNK,88.0,23.0,44.0,316.0,74.0,107.0,Strike-Slip,0,0,1,0,0,1,0,0,27.0,33.0,57.0,249.0,-0.0957446808510638,0.04,0.35012286375413887,True
usp000aj40,2001-07-07 09:38:43.520000+00:00,-17.543,-72.077,7.6,33.0,0,0.0,0.0,0.0,0.0,0.0,56,2.3999999999999995,5.2,True,1.147192971065195,6.556179065978239,4.3,42,True,-2.1624875141172426,1.1079536920570379,0.07232229578105312,13.67870576960115,-144.9750150882913,56,False,True,28.33342945324316,24.591244974376764,1.1521754788245013,77.97221107147433,56,True,9,12922787837869.732,25,26204112886365.25,31,30926703055499.766,44,33545119190776.96,56,37153397321707.266,0.012916455476267302,0.6077737315778569,1.153006716020434,0.07232229578105312,1.1079536920570379,-144.97447255456777,56,True,1,0,0,0,111.18508128674249,SUB,306.0,14.0,52.0,165.0,79.0,99.0,Thrust,1,0,0,0,0,0,1,0,33.0,248.0,55.0,86.0,-0.0414012738853503,0.02,0.46092196754498616,True
usp000aj7x,2001-07-08 17:54:18.760000+00:00,-6.663,152.108,6.2,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6.2,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,80.58578045613405,SUB,253.0,37.0,-74.0,54.0,54.0,-102.0,Normal,0,1,0,0,1,0,0,0,77.0,283.0,8.0,152.0,0.0616113744075829,0.04,0.40008813667443255,True
usp000ajzz,2001-07-22 18:15:09.010000+00:00,-5.147,132.338,6.0,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0.7000000000000002,5.3,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,1,5623413251903.491,1,5623413251903.491,1,5623413251903.491,,,,,,,1,False,0,0,0,1,89.53814776370356,UNK,339.0,87.0,178.0,69.0,88.0,3.0,Strike-Slip,0,0,1,0,0,1,0,0,1.0,204.0,4.0,294.0,-0.1409869083585095,0.01,0.40042200599864014,True
usp000ak2a,2001-07-24 05:00:09.090000+00:00,-19.448,-69.255,6.4,33.0,0,0.0,0.0,0.0,0.0,0.0,2,1.9000000000000004,4.5,True,,,,2,False,,,,,,2,False,False,,,,,2,False,0,0.0,1,63095734448.019424,1,63095734448.019424,2,417909123681.59546,2,417909123681.59546,,,,,,,2,False,0,0,0,1,243.84676190251298,UNK,14.0,46.0,-169.0,276.0,82.0,-44.0,Strike-Slip,0,0,1,0,0,1,0,0,36.0,225.0,23.0,333.0,-0.0225988700564971,0.01,0.5694690877316303,True
usp000ak5s,2001-07-26 00:21:36.920000+00:00,39.059,24.244,6.5,10.0,0,0.0,0.0,0.0,0.0,0.0,22,1.7999999999999998,4.7,True,1.4975671789767302,7.441055429468575,4.1,20,True,-2.293131233880171,2.151468671810627,0.2050616947688802,4.266303133572151,-49.53751431609807,22,False,True,12.329816413479199,5.235761783093953,2.3549231084751865,154.4082053006285,22,True,2,679015174631.1638,15,3907045886958.7686,17,4173998921776.0347,19,4551080106106.41,22,5304052422092.516,0.10560521961224151,0.5084364827449642,0.9602987276453461,0.2050616947688802,2.151468671810627,-49.54930144846403,22,True,0,0,0,1,91.6402032052539,UNK,148.0,76.0,-1.0,238.0,89.0,-166.0,Strike-Slip,0,0,1,0,0,1,0,0,10.0,104.0,9.0,12.0,0.1945337620578778,0.02,0.362826805093943,True
usp000akru,2001-08-02 23:41:06.170000+00:00,56.26,163.79,6.3,14.0,0,0.0,0.0,0.0,0.0,0.0,0,6.3,,False,,,,0,False,,,,,,0,False,False,,,,,0,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0,False,1,0,0,0,91.40134046259108,SUB,282.0,59.0,166.0,19.0,78.0,32.0,Strike-Slip,0,0,1,0,0,1,0,0,13.0,147.0,31.0,245.0,-0.1209439528023598,0.03,0.0,True
usp000akwv,2001-08-06 03:52:59.510000+00:00,-55.537,-123.422,6.7,10.0,0,0.0,0.0,0.0,0.0,0.0,3,1.1000000000000005,5.6,True,,,,3,False,,,,,,3,False,False,23.749326508667178,1.6101529744585874,14.749733028722236,27.89416753466503,3,True,3,17058064942622.521,3,17058064942622.521,3,17058064942622.521,3,17058064942622.521,3,17058064942622.521,,,,,,,3,False,0,0,0,1,34.42332626162451,UNK,104.0,45.0,-83.0,274.0,46.0,-97.0,Normal,0,1,0,0,1,0,0,0,85.0,104.0,0.0,9.0,0.1419354838709677,0.01,0.35653115595850166,True
usp000amdw,2001-08-13 20:11:23.400000+00:00,41.046,142.308,6.4,38.0,0,0.0,0.0,0.0,0.0,0.0,1,1.8000000000000007,4.6,True,,,,1,False,,,,,,1,False,False,,,,,1,False,0,0.0,0,0.0,1,501187233627.2715,1,501187233627.2715,1,501187233627.2715,,,,,,,1,False,1,0,0,0,240.6852345081786,SUB,188.0,20.0,73.0,26.0,71.0,96.0,Thrust,1,0,0,0,0,0,1,0,26.0,111.0,63.0,305.0,-0.0334645669291338,0.0,0.4753505392645535,True
usp000amsn,2001-08-21 06:52:06.250000+00:00,-36.813,-179.575,7.1,33.0,0,0.0,0.0,0.0,0.0,0.0,63,1.7999999999999998,5.3,True,1.9176639460663136,10.528824328002978,4.6,51,True,-3.086589689067848,2.5,1.7685904518148428,287.1164290902253,-146.26885207878905,63,True,False,10740.80717698276,25.54112792554928,420.52986885667354,90.04579370039268,63,True,0,0.0,8,8661891532992.0,25,22246537201593.617,41,44281719214640.83,63,58981016792923.34,8.958399889633954,3.198254344928737,0.3609781328004068,0.05,1.0,-134.32967471658384,63,True,1,0,0,0,24.151611880549304,SUB,55.0,42.0,116.0,202.0,53.0,68.0,Thrust,1,0,0,0,0,0,1,0,6.0,307.0,72.0,54.0,0.0248565965583173,0.05,0.5562464855740478,True
