number,value,lgb_learning_rate,lgb_num_leaves,lgb_max_depth,lgb_min_child_samples,lgb_subsample,lgb_colsample_bytree,lgb_reg_alpha,lgb_reg_lambda,xgb_learning_rate,xgb_max_depth,xgb_min_child_weight,xgb_subsample,xgb_colsample_bytree,xgb_reg_alpha,xgb_reg_lambda,feature_selection,feature_selection_ratio,feature_selection_min,purge_days,min_purge_days,ensemble_grid_step,attr_mag_rmse,attr_time_asymmetric_rmse,attr_time_rmse,attr_n_features,attr_holdout_combined,attr_holdout_mag_rmse,attr_holdout_time_asym_rmse
0,9.583468957706295,0.023688639503640783,222,12,29,0.5702083881990965,0.48579698618491146,0.0001707396743152812,5.3994844097874335,0.039913058785616795,10,2,0.9364594334728974,0.8578434524402319,0.0011526449540315614,0.23102018878452935,False,0.7836647510712832,37,31.17201863643748,14.01335210500283,0.05,0.522975056384605,9.06049390132169,8.31021913367924,133,12.339971224928643,2.570830058469971,9.769141166458672
