number,value,lgb_lr,lgb_num_leaves,lgb_max_depth,lgb_min_child_samples,lgb_subsample,lgb_colsample_bytree,lgb_reg_alpha,lgb_reg_lambda,xgb_lr,xgb_max_depth,xgb_min_child_weight,xgb_subsample,xgb_colsample_bytree,xgb_reg_alpha,xgb_reg_lambda,feature_selection,feature_selection_ratio,feature_selection_min,purge_days,min_purge_days,dl_d_model,dl_nhead,dl_num_layers,dl_dim_ff,dl_dropout,dl_lr,dl_batch_size,dl_epochs,dl_global_hidden,dl_fusion_hidden,gnn_node_hidden,gnn_layers,gnn_sigma,gnn_radius_km,gnn_gru_hidden,gnn_gru_layers,gnn_dropout,gnn_lr,gnn_batch_size,gnn_epochs,gnn_global_hidden,gnn_fusion_hidden,ensemble_grid_step,attr_n_features,attr_feature_selection,attr_dl_error,attr_gnn_error,attr_mag_rmse,attr_time_asym_rmse,attr_time_rmse,attr_n_models,attr_available_models,attr_holdout_combined,attr_holdout_mag_rmse,attr_holdout_time_asym_rmse
0,10.680596149069283,0.023688639503640783,222,12,29,0.5702083881990965,0.48579698618491146,0.0001707396743152812,5.3994844097874335,0.039913058785616795,10,2,0.9364594334728974,0.8578434524402319,0.0011526449540315614,0.23102018878452935,False,0.7836647510712832,37,31.17201863643748,14.01335210500283,256,8,1,128,0.38210993803866666,0.0046195751598136275,16,32,256,128,32,3,34.788356442042165,146.95846277645586,64,2,0.37265598225809093,0.0006130028679593761,32,19,128,128,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5231495061924848,9.111147630491828,9.032453925545374,2,"baseline,xgboost",12.233591161794527,2.545697444313188,9.687893717481339
1,10.575033976564878,0.09702573394120728,133,5,5,0.8669576428046754,0.7887715391161894,0.08241925264876443,3.487712624545931,0.011858906685575274,6,6,0.888396541644017,0.7428139697551568,0.004513257622008946,0.13400367243354802,False,0.8553621624183224,46,80.63865763383511,11.499868652915087,256,4,1,512,0.16002459337671435,0.0016126521335895596,16,34,256,128,64,1,91.40471987919823,103.93422419156508,64,1,0.1297773068896796,0.0013368349555492052,16,21,64,128,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5212006933345316,9.011431896561284,9.624813387609787,2,"baseline,xgboost",12.290485843109664,2.5346855506855777,9.755800292424087
2,10.79084389635341,0.02310093735409802,236,15,10,0.7237618276515734,0.5654830703992233,0.0013783578294796386,0.11851515660043109,0.0406971815895597,8,3,0.6253909089064751,0.8995462372816595,0.0015769192447197536,0.19489008462344254,False,0.6847193450290251,47,70.21442807228357,7.2774757918631945,64,4,2,512,0.055805740124749655,0.0016257848140834082,32,32,128,256,32,5,64.416064927957,102.96505783560065,128,3,0.2715855100456438,0.001091439822223209,32,28,64,128,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5288665835034091,9.204244145843182,9.181602182562537,2,"baseline,xgboost",,,
3,10.516680756987409,0.046078864571905936,15,5,25,0.811352838961712,0.7585786927264302,0.0007890004262668581,2.656797431288617,0.017268280218698494,6,38,0.7923348045712466,0.8670728757717978,0.19411739809629622,1.3696739838480052,False,0.6928208286886038,30,87.75987604445298,10.075759044001687,64,8,2,256,0.37916050452352,0.004496748322718375,16,39,128,64,32,3,94.89238193286248,119.6029796674973,128,3,0.09902940533278343,0.0016492999913537295,8,25,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5171438714566499,8.96524914261746,9.10345128018704,2,"baseline,xgboost",12.070472702982629,2.5486635090635676,9.521809193919061
4,10.573501141079241,0.06284853792838702,94,12,53,0.9005024038179048,0.5858973362683447,0.00317930219993954,0.1541572234890904,0.03786867772813403,3,24,0.7441900856184095,0.5575976886705565,0.08998420889037455,0.11508017135300931,False,0.726066724493942,25,50.346190584548765,16.859883955774997,96,8,6,512,0.144791287941726,0.0013738566652113896,64,36,64,256,32,5,79.03175333566148,105.43540525114007,32,2,0.3152461386625292,0.0005168487770117259,8,28,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5183578629240275,9.018427552307159,9.101756023300823,2,"baseline,xgboost",,,
5,10.398259254832478,0.04129049582940024,90,3,14,0.7816369620714063,0.6767249422190482,0.2666609148594749,2.076764556616243,0.014552393414438924,3,33,0.5119300897437298,0.7221765697004048,5.025175192217658,1.4156254304586418,False,0.7603885116720308,42,85.14157912845158,9.949847480413936,64,8,1,256,0.33506396890612755,0.0009568079587033934,32,37,128,256,32,4,47.264283220241424,143.07573256035647,32,3,0.08609335409257642,0.003995056364976249,16,29,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.514627753595836,8.85437599404497,9.019542686803915,2,"baseline,xgboost",12.191151574320267,2.5042645300677857,9.686887044252481
6,10.546387060567309,0.04283879164439556,52,6,12,0.8026333052346672,0.813805991190724,0.14666151770108524,3.795214141463415,0.012336901664320325,7,3,0.7472879970456809,0.6428417757553574,2.7448645214004346,0.5033035864411283,False,0.8665287211011152,45,15.393182118191591,4.513922510069953,128,4,3,512,0.31368236484062956,0.0011891306954885678,32,26,64,128,128,4,66.66950120777277,146.21725484745417,128,1,0.387127888804214,0.0005141910097154732,8,22,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5178105366176847,8.992955450714254,9.23879815645368,2,"baseline,xgboost",,,
7,10.743703159870806,0.04241877085788319,78,14,5,0.6264334353165036,0.9227263162421072,0.3639612396485067,0.8152926095771763,0.04169966805125599,5,10,0.7086642822229919,0.5943437254143291,0.08284771967185929,0.14304387745680647,False,0.8443565999069107,41,32.6907921517652,17.648310354725076,256,2,6,128,0.1817621784073174,0.003232386878415026,16,24,64,64,64,5,99.73094696591244,105.54317056026275,64,1,0.20769044735853276,0.000673177232796811,8,24,64,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.525089221346313,9.168435495831867,9.329127619945233,2,"baseline,xgboost",,,
8,10.832888951833429,0.03563746787062914,72,14,16,0.5603068528027884,0.41583047197233647,0.10484531351650946,1.7402798941249735,0.0505917576786088,5,7,0.5065450995505468,0.5928231573436283,0.08904067307938413,0.6088188496927436,False,0.721889413458155,41,72.04320005751488,10.137770081782863,128,2,6,512,0.1340509665723676,0.0005954335923727245,64,18,64,64,64,1,42.287227122556686,67.70104842767468,128,1,0.1774944513668264,0.0015936291870799616,32,23,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.528589606418369,9.24712013257832,9.159258118922624,2,"baseline,xgboost",,,
9,10.474081741557157,0.01619382058562133,42,9,31,0.6660111378063975,0.6543940938732313,0.09769756791866073,0.11840400859653273,0.017882858672204755,10,45,0.7302548489520497,0.6926624168959237,0.00034344726058983886,0.7849188043830676,True,0.6942351308322833,35,8.665909415551289,8.797424980497208,192,4,1,512,0.20108084118038783,0.0006707339776461751,64,29,128,64,32,2,33.86988762358038,139.67654246264252,64,3,0.08921361575881834,0.0012497570731744188,8,16,256,128,0.02,35,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5168600365429096,8.923501631928428,8.95126806256608,2,"baseline,xgboost",,,
10,10.498989614163547,0.025700825344928502,143,6,45,0.7474235584761111,0.5649979031746007,0.028662607928292866,7.004190937824626,0.020909174772527992,6,21,0.504872002674166,0.7392507692632566,0.4060772280436329,8.203401560187967,False,0.9258497869344655,49,53.754727816934675,6.528894376570222,64,8,2,256,0.3676791655691281,0.0017843322105546523,32,30,128,64,64,3,44.83398656597066,146.1223506994577,64,3,0.11470356269622205,0.003258761582033283,16,21,256,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5141812699462893,8.956445804324678,8.985308077321587,2,"baseline,xgboost",12.176453524311508,2.5307487873778483,9.64570473693366
11,10.460050470765946,0.054914244132425356,22,4,15,0.7628901114658384,0.7431483861736006,0.05351522515754284,2.789396843270099,0.02663074294623132,6,36,0.5866703891486665,0.6895569608135763,7.885726886730647,1.179064013553974,False,0.7087956949783104,41,77.57234062689754,6.162019108445467,256,8,3,256,0.3051522751888445,0.001149741983576884,32,39,128,256,32,2,31.78805413775595,142.94573318307326,32,2,0.14726870345856788,0.003950410412011658,16,29,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5152812672894616,8.914206668897561,9.150381205676483,2,"baseline,xgboost",,,
12,10.57034748631379,0.09892428333998082,21,3,6,0.7692995460215137,0.9153192816725715,0.5554647627468375,1.351920793876184,0.03282521467695234,5,20,0.6077731762615834,0.8110476018039411,3.769829689985343,1.5497032218763875,False,0.7156008564625645,27,57.831032244599264,11.793693778681508,256,8,2,256,0.2592916911576487,0.001785924748526679,32,38,128,256,128,2,28.793710781965842,148.97745663001177,32,2,0.1610881637092715,0.0029493993931431215,16,30,256,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5157074538144971,9.023225124870297,9.24056481915049,2,"baseline,xgboost",,,
13,10.393704121200386,0.04907656332617849,65,3,13,0.8816193492870938,0.6304165798378959,0.6235322752592583,4.069333275638885,0.010792289910463073,5,36,0.5765663458683137,0.6101506435828896,5.247598355260477,2.1782137002255175,False,0.7894934579240606,33,83.60078432295899,6.7927666207767645,64,2,3,256,0.18996554076034558,0.0010335532317125716,64,32,128,256,32,5,28.981168338863043,139.71273196588672,32,3,0.07567898032228772,0.004464115384102975,16,26,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.515887656879408,8.846041150562161,9.002344940815446,2,"baseline,xgboost",12.176130477093144,2.4964182495900222,9.679712227503122
14,10.43222864585728,0.08425980494427276,30,6,12,0.8035373896441833,0.533015789401091,0.11277924143139541,8.182354035843295,0.013944821660554519,4,42,0.8039963858066824,0.5604977665380778,0.8364773350945028,8.846906980215065,False,0.7967499123668943,43,84.86180904037042,7.787255780714306,64,2,5,256,0.1112819056529218,0.0017745139519463621,64,31,128,64,32,4,25.197955168299114,135.04100029229033,128,3,0.08501794048338855,0.00241431283357162,16,25,256,128,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.514451472061238,8.888874229673567,9.276125860634663,2,"baseline,xgboost",,,
15,10.432237463645151,0.025116528700760397,43,6,6,0.827116398923715,0.4157545955260439,0.0523324059375345,3.927347904726035,0.011636198315854355,6,23,0.626906655654161,0.6458607381931392,2.899706480168147,0.9302107135838646,False,0.7376901230834968,38,69.16528521930073,13.872662474149756,64,8,1,256,0.18623233387889698,0.000723434567051192,64,36,128,256,64,5,56.38018192857399,131.7128674097708,32,2,0.08501254689286625,0.002298432325617451,16,29,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5148997551768179,8.887538198114697,9.031790338332884,2,"baseline,xgboost",,,
16,10.453184916672857,0.02706071704406305,64,5,28,0.9244591082810594,0.8059077735960702,0.0346833545140183,1.1332941797444087,0.012172717476535064,5,20,0.528995954340923,0.8661299992765609,0.24301655431101465,1.394710908306345,False,0.7410508907208049,53,69.02859907190518,19.741694632170734,64,8,2,256,0.2583628111701433,0.0015540124268704383,16,36,128,256,64,3,50.77202003190602,121.43159152406557,64,3,0.08508992688913146,0.002093597547538004,16,30,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5129793247655012,8.914246942376353,9.065209852244106,2,"baseline,xgboost",,,
17,10.40376844656475,0.05484003817520865,210,3,10,0.7894449668018384,0.8208179492538735,0.0867876167371338,1.1694901589643851,0.010385686758208461,8,41,0.5098139210711923,0.5287256435425741,0.26528514109911594,1.3839045296153492,False,0.7436185018133101,34,84.31259989356415,12.611891032320548,128,4,1,512,0.38226594335461844,0.0024662198839523614,32,36,128,64,32,4,36.52511218372082,139.22173229497702,32,3,0.05836263448203473,0.004626854078027556,16,20,256,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5140536486104618,8.861607500733365,9.051222572687447,2,"baseline,xgboost",,,
18,10.443602707637986,0.05975998115764961,178,3,9,0.8769722160854914,0.5016969093311446,0.7114112014258096,1.2739382003653537,0.021514924898681842,4,37,0.524894711373285,0.44681042622502604,0.13302190366802857,4.543093786678388,False,0.8784518859395499,30,60.258594043881246,12.555489301020899,64,2,1,256,0.1120572152228871,0.0012246670089461698,16,33,128,256,32,4,31.706101328398322,143.91495212958282,32,1,0.062187661533636,0.002808526630583867,16,22,128,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5134501336314873,8.903252306743523,9.05453689875223,2,"baseline,xgboost",,,
19,10.418367320753863,0.053790103536842174,87,8,28,0.7502714006000896,0.6101843946507076,0.13074617406992045,9.318960799303952,0.011298394869931474,8,34,0.5979149387838597,0.5433899635007818,3.2785913716690227,2.3757765394416928,True,0.7756040688960554,34,62.79281430442044,4.168749755049825,96,2,3,256,0.2858707298524561,0.0006837929858129351,64,35,128,256,32,5,61.69934917464988,101.31817366582926,64,2,0.1045216105435257,0.004328292129481445,16,29,256,128,0.02,34,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5148260047994055,8.873889306355645,9.21626959709453,2,"baseline,xgboost",,,
20,10.465328099904143,0.041256889311808854,121,4,35,0.7532381035419652,0.7308662390153148,0.5929546705835171,0.48974386056674213,0.020011401766395598,4,34,0.5832633936952045,0.46953580217392216,1.371474581005971,0.30855913489296777,True,0.8067992160194242,55,31.22090273621982,14.489883282242959,64,8,1,256,0.3121840224472722,0.0007344687179341736,32,37,128,256,32,5,39.24001803125435,122.08141354297854,32,2,0.10444414650039663,0.0039942610721823936,32,27,256,256,0.02,55,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.512745191929239,8.927092524116427,9.07254626625469,2,"baseline,xgboost",12.341873690582805,2.5426560945595997,9.799217596023205
21,10.42520542891007,0.09730692883482107,178,4,14,0.7816977569805658,0.8311224239063651,0.6916442416518053,0.5650397714300306,0.010336174951154707,9,45,0.5353073755113863,0.47041469823672133,1.4939298243364538,1.616208099761652,False,0.6860315076869147,37,82.99877413508668,9.22850698445389,128,4,1,512,0.36581110822808366,0.002454305566328736,32,30,128,64,32,2,24.585311924922685,106.90645883513736,32,2,0.09017072898998829,0.004400951961888271,16,18,256,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5149635651867425,8.880314733349843,9.405371413098452,2,"baseline,xgboost",,,
22,10.401115083220818,0.03784335570988219,207,4,30,0.7645380156629499,0.6315804153174599,0.3705772584479726,2.3632268242176635,0.010269979482132614,4,36,0.5137538922887407,0.6799928065957317,1.0130686250785976,3.4781654505530173,False,0.7040717430788976,45,84.81116285732074,12.232397731572885,64,8,1,256,0.2622801298226657,0.0005429326671810173,32,29,256,256,128,3,57.50550617266876,137.07514040115367,32,3,0.09443713831387063,0.003271832678504786,16,27,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5139016460288263,8.859410145134339,9.052916642010947,2,"baseline,xgboost",,,
23,10.48856210224768,0.04345707871942048,218,4,10,0.6093854078150569,0.7387151827178096,0.4332920251331375,0.8829403644096908,0.019278922604188113,7,37,0.6083561302013605,0.7630566899584513,0.7035524560072066,1.463454996019237,False,0.7208486889374007,54,80.30262762909543,11.494772194100038,64,2,3,256,0.27101993331747354,0.0005392389190974709,32,26,256,256,128,4,69.2614893283722,147.57732667609417,64,3,0.12042761799098911,0.0016327147884969424,16,28,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5165128820632807,8.939023456057837,9.066533194225205,2,"baseline,xgboost",,,
24,10.392013291906856,0.043989748343614604,185,6,42,0.774144542041775,0.5275706816627322,0.05697448701264843,1.35189531283596,0.013130067091378176,3,32,0.5348177284234472,0.4407408781409926,1.275905254300679,1.8238883717738001,False,0.6716073669334045,31,89.54379090197772,13.862133547111723,64,8,2,128,0.23240513963236614,0.0006060252457902596,32,25,256,256,128,4,53.64719157689608,142.0962454890588,32,3,0.15782021932849494,0.0026716369878375798,16,24,64,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5128649716414525,8.853418376982498,9.07820064692311,2,"baseline,xgboost",12.248255321738853,2.515210122748125,9.733045198990729
25,10.461458948858798,0.05657532423386346,248,5,23,0.8361534320251031,0.6164923887777858,0.3292094315028708,3.4375992364038477,0.012915693417154546,8,24,0.6313369411951235,0.6444087264830615,3.004329473719593,5.820017097059693,False,0.805309909311388,30,52.62785139714817,8.069512715011356,128,2,4,128,0.24144987623653077,0.0013006518100273782,64,32,128,64,32,4,35.19110190149324,138.9962701830029,32,3,0.14450994847155751,0.0031987200258038356,8,23,256,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5144863708629392,8.91799983626998,9.230545777975202,2,"baseline,xgboost",,,
26,10.418790033626854,0.01815569181757583,125,5,39,0.878862037843567,0.5187509376792957,0.12797885594718272,0.4686246277541483,0.015077652020382453,6,39,0.603258522484339,0.47096685153971823,2.8401254197072365,2.2513140470490405,False,0.6952093207528813,20,75.86138312106593,12.446226172299971,96,8,3,128,0.13521860619054854,0.0009138903054860912,16,32,256,256,32,5,72.79636599662552,136.9484480968963,32,3,0.13830966458077212,0.002797848856830055,16,19,128,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5145259444364699,8.875212200317444,8.949789966527106,2,"baseline,xgboost",,,
27,10.470687619176589,0.03736345014772607,52,5,16,0.9101968868368692,0.7869448172484111,0.6515769560216634,5.729657603004557,0.021819453672205575,3,39,0.6820662159648425,0.8261085409621071,0.08016886279181995,2.066151157118102,False,0.8266251056186039,25,81.87762947297698,6.891207600446761,96,2,3,256,0.12233814202261586,0.001441869186391731,64,35,128,256,32,5,42.43808155124007,111.79351053762814,32,3,0.22727329334677832,0.0029024478873232546,16,26,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5143101836359233,8.92775706826882,9.133862337195286,2,"baseline,xgboost",,,
28,10.404389983582508,0.018686254283585092,68,3,13,0.7806519310422947,0.5736288793400856,0.6378481805445452,5.566014825242136,0.012900885745097368,5,44,0.5765712045360742,0.8379811886408023,1.4793097299979092,0.6880174485164005,False,0.6910776370822315,41,79.6946547663082,12.265760930051462,64,8,1,128,0.3540137079352364,0.0013985419752223852,32,36,256,128,32,5,55.786728196811175,142.7100244731317,128,3,0.07168136473026294,0.0049906328354891,16,29,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5145380588035218,8.860775807171942,8.917329510610688,2,"baseline,xgboost",,,
29,10.440804507776518,0.04809482639539966,128,5,71,0.6169292806749402,0.5215387788758759,0.024520262659313008,1.1804719667065047,0.021568048518146185,4,36,0.5090857981901494,0.6391744363736747,0.6309880134913558,2.500720468584395,False,0.6263424113808752,32,83.8811195639722,9.457824800555194,64,8,2,128,0.21926361606942718,0.0008722099033883128,32,15,64,128,128,5,86.86075041258655,128.37105286629256,64,3,0.25772405918993757,0.0037270798524175744,32,25,64,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5137557772804844,8.899537175935064,8.976564667452115,2,"baseline,xgboost",,,
30,10.418836390667664,0.05928691497935244,74,4,12,0.9041828199391488,0.42348525310920626,0.3853519597314525,5.479540161403532,0.012913398611697335,4,34,0.5965876604501016,0.5798955400730779,0.9343755815310179,1.4635952664505087,False,0.7266716376419273,42,80.71483893011415,7.102049504222866,256,2,2,256,0.24180720460805813,0.0005923751146420851,64,33,256,256,32,5,21.57554045840704,137.15064609827434,32,3,0.10681744641020208,0.004700964874145473,16,29,256,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5132691440824437,8.879028958420333,9.122112501225493,2,"baseline,xgboost",12.094511901156856,2.517612850500219,9.576899050656637
31,10.39547272606164,0.04339358110999899,80,7,61,0.7662642303672262,0.6998155526389134,0.1752335260054561,4.007469499171655,0.013277493519175435,3,33,0.5882179785896527,0.7430989974169808,0.19438515075462764,1.6297236683319742,False,0.6120209857479701,40,68.18335711148367,13.673146957088747,96,4,1,256,0.2440414345222932,0.001563000178774739,32,28,64,256,128,4,42.658696223464034,148.00111554423307,32,2,0.1863203877998,0.004123736794239729,16,30,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5125629368008054,8.857783915659224,9.008269406966681,2,"baseline,xgboost",,,
32,10.41266780244257,0.05648533441969234,64,9,32,0.6292049630960924,0.8230452194864745,0.09224973918590641,8.934140355629724,0.011058019495596316,4,33,0.5465290995244535,0.775187265847267,3.597306962690542,1.6934497932160846,False,0.7595793371887176,43,70.89046122250095,11.370276145140902,96,4,2,256,0.2353947373711308,0.0021343677576771305,16,21,64,256,128,4,52.87131559484638,141.5977859878785,32,2,0.13861725276284403,0.004137945525255725,32,26,256,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5147065157388208,8.868548255226107,9.208063696068509,2,"baseline,xgboost",,,
33,10.436459098273913,0.05109638344816758,186,5,55,0.8805858370338023,0.7273167703986148,0.06632690490220405,4.094316169368903,0.013124414919435909,4,28,0.5831802132836766,0.8276089488320879,0.02915051903267202,0.5236638793500545,False,0.6178071189063326,31,70.9584142343328,13.895398671249728,96,4,2,256,0.28155068245225523,0.0019331244963942834,32,19,64,256,128,4,35.44294210993339,139.82866819118735,32,2,0.14426982145934628,0.0026104223271729067,16,30,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5134174954469124,8.896206611933176,9.060144399744784,2,"baseline,xgboost",,,
34,10.438546420581424,0.07147881018821134,217,4,13,0.8146698571471819,0.6200805381394965,0.004076484348358342,1.4533110827804263,0.021375435647279416,5,27,0.5161918799620608,0.47274787916592254,6.450011070674534,3.913672590715672,False,0.6505420819197063,26,76.02022186191896,14.723096890656407,64,8,2,128,0.2327435713370584,0.0011789561864569962,32,24,256,256,128,3,49.52183034183198,134.021793765751,128,3,0.15419948350910223,0.002854110434956786,16,12,64,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5145372747732327,8.894934596261725,9.218208038580906,2,"baseline,xgboost",,,
35,10.402356692411384,0.08667430164518986,89,7,82,0.6244746545220686,0.4654173672432209,0.5529795726357551,1.0851914590803187,0.015179014253389658,4,35,0.6114080054273773,0.5341760656000772,3.802247183747124,3.4172798123261336,False,0.7368950245898788,27,89.77471672967343,13.118533925575173,64,2,3,512,0.23197145893653878,0.0005375134400456946,32,26,128,256,128,5,49.63711188971225,147.42399820528834,32,3,0.1681213126601328,0.0014780185346410695,16,24,256,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5144465461770551,8.859017053880219,9.05284044559256,2,"baseline,xgboost",,,
36,10.416770939730771,0.04365987561015651,154,8,26,0.6979214947048008,0.572983583862112,0.07868154652879053,0.5431646434901717,0.01474619987223524,3,22,0.5665257614542866,0.4705762351878241,3.895960767199184,0.8923744794498601,False,0.7030730825841041,32,89.4609222697011,12.75361520147494,64,2,1,128,0.14563481645039972,0.001228885115712241,16,18,256,64,32,3,59.23721233135548,144.1814471084405,32,3,0.07968893675640985,0.0009351268991057728,16,23,64,256,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5140204208275263,8.874709677248193,9.169564107484153,2,"baseline,xgboost",,,
37,10.397424506876687,0.039497267747290246,58,4,16,0.8138548178074174,0.7324540074711361,0.5703054958187141,1.0710518917676444,0.010628272557568794,4,32,0.526157001828094,0.8914465272103669,1.7678344917687565,3.4949134254412013,False,0.6917082038214672,43,62.553834803172236,10.739946201485402,64,2,2,256,0.3309768181509095,0.000720166008664773,32,38,128,256,32,4,43.81064371532335,125.83881001764989,64,3,0.1410298611260669,0.004404108155869379,16,25,256,128,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.514097626887081,8.855131626215444,9.037435337489248,2,"baseline,xgboost",,,
38,10.43742389651014,0.06470734275268296,44,5,37,0.9118766316155398,0.74890562768292,0.7300369215828844,0.356852671308308,0.014500059316282652,5,32,0.5923842194780201,0.763415140750735,3.325625417471801,8.136484269795728,False,0.6454794829861102,47,73.20827767458815,16.025756571984203,192,2,2,256,0.27213117743811877,0.0013894895888635491,32,37,128,256,32,5,53.59230698868629,116.58069637962019,64,2,0.2751043226481825,0.0023124675960318896,16,22,256,128,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5146691054557083,8.893416580143015,9.258917502242344,2,"baseline,xgboost",,,
39,10.406766125762564,0.06964627373396305,40,8,70,0.6703356869618917,0.8037049118446927,0.014292495066080975,4.828507833427135,0.011963888693350584,3,40,0.5916821627840216,0.612531016407109,0.1252757864812622,0.6192609842631037,False,0.6877572951512465,54,34.929825459514,11.972640350998105,96,4,1,512,0.30225122501118684,0.0011366144197390066,32,34,64,128,128,4,41.20350483831263,133.7516819951853,32,1,0.2533332614293896,0.0044227245859620725,16,30,64,64,0.02,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5131847879279648,8.86721176197867,9.13498649394388,2,"baseline,xgboost",,,
40,10.385758233243674,0.03251390238252604,117,5,42,0.8312226169131035,0.4726496682414586,0.004096068548202105,4.957269805229307,0.011676574733366946,3,31,0.5975941368381599,0.5065251413031152,3.6190216485756705,1.2651669402279198,False,0.6050453833619983,30,89.74646863791418,9.148877614748738,128,8,1,512,0.18735564715259623,0.0007274011965358662,32,24,256,64,128,5,45.873902340852716,134.12851704070678,64,2,0.13521739935565963,0.0028676107249096445,16,23,64,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5149964917741002,8.840768757921373,9.011022047411123,2,"baseline,xgboost",12.062983179599755,2.5171285771084304,9.545854602491325
41,10.420919990091909,0.05421091233645124,34,7,19,0.8205275308278837,0.6008256143923536,0.004530083959737812,9.79106496474499,0.01364206761706052,4,38,0.6330380021079083,0.414146123180009,1.9346507361962517,2.1687976029561393,False,0.6342748402853589,38,86.03974004671808,6.166132422023663,128,8,1,128,0.1293419684542554,0.0005657681798070834,16,22,256,64,128,5,48.848003410949346,128.59552956188912,64,2,0.12305409605443186,0.0018801919006499197,16,21,256,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5142503638101036,8.878168898661597,9.178180215117978,2,"baseline,xgboost",,,
