number,value,lgb_lr,lgb_num_leaves,lgb_max_depth,lgb_min_child_samples,lgb_subsample,lgb_colsample_bytree,lgb_reg_alpha,lgb_reg_lambda,xgb_lr,xgb_max_depth,xgb_min_child_weight,xgb_subsample,xgb_colsample_bytree,xgb_reg_alpha,xgb_reg_lambda,feature_selection,feature_selection_ratio,feature_selection_min,purge_days,min_purge_days,dl_d_model,dl_nhead,dl_num_layers,dl_dim_ff,dl_dropout,dl_lr,dl_batch_size,dl_epochs,dl_global_hidden,dl_fusion_hidden,gnn_node_hidden,gnn_layers,gnn_sigma,gnn_radius_km,gnn_gru_hidden,gnn_gru_layers,gnn_dropout,gnn_lr,gnn_batch_size,gnn_epochs,gnn_global_hidden,gnn_fusion_hidden,ensemble_grid_step,attr_n_features,attr_feature_selection,attr_dl_error,attr_gnn_error,attr_mag_rmse,attr_time_asym_rmse,attr_time_rmse,attr_n_models,attr_available_models,attr_holdout_combined,attr_holdout_mag_rmse,attr_holdout_time_asym_rmse
42,10.370723012426453,0.0464205200803896,167,5,88,0.7814078129885316,0.597643466260136,0.013059154337455315,2.4553524709222008,0.010567370236484621,3,35,0.6389455356576705,0.4459915803459923,6.126273487329207,1.6525148267014271,False,0.6942979348433767,30,81.01928638856599,12.715350884781342,192,8,1,512,0.1736046494106595,0.0008640268468875033,32,24,256,64,128,5,42.64800976500682,137.67608157501394,64,2,0.05539313350569104,0.0030531177049421157,16,22,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5169397342152294,8.819903809780763,8.94775125401899,2,"baseline,xgboost",12.242518325004387,2.514482112259968,9.728036212744419
43,10.369160891326846,0.04288048317165013,74,6,96,0.8392081620137987,0.49539032292473206,0.0032968681580295843,0.6243574367762211,0.010265392869192086,3,29,0.6382230022379612,0.4010878880307086,1.0208625907594944,2.1606448748119025,True,0.6752691700882026,21,63.45370341245024,13.747030660747567,256,8,1,512,0.12559391643609377,0.001037050345738684,32,23,256,64,128,5,29.89816293248795,135.74488930866337,64,3,0.09947797460816271,0.004294873076776591,16,22,128,256,0.04,21,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5147976328662632,8.824767992728056,8.926879898673226,2,"baseline,xgboost",12.192434678987158,2.4866280667611496,9.70580661222601
44,10.383113604390534,0.04270859944827966,193,6,88,0.8496008695658003,0.4189201763406986,0.01849349004690187,4.100475603322509,0.01581313380367697,3,42,0.7016680909645701,0.416823849618894,0.327228855173304,7.130087289717466,False,0.7227222852223961,26,78.45532923380198,10.231843805482807,192,8,1,512,0.2565314492473981,0.000661410129002439,32,21,256,256,128,4,54.40296373532632,117.69928211411445,64,2,0.09887227591422955,0.0030038535703238276,8,21,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5145657578642093,8.839416330797906,8.91763978295499,2,"baseline,xgboost",,,
45,10.37564856763921,0.04247256351427242,47,7,94,0.8439070882974488,0.5646805642333212,0.027233796492795368,0.5332404124134639,0.010683085551733192,3,28,0.7043274160880568,0.4112370895129537,0.04259553196382885,2.6694870571551355,True,0.695591110841869,27,80.38970809612945,12.870366782022035,256,4,1,512,0.17018353754902793,0.0008695440765561323,32,24,256,64,128,5,27.234541696891426,120.17736706573852,64,3,0.19071696931450438,0.004113880025469951,16,22,128,256,0.04,27,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5135507127169677,8.834996429488307,8.923390476718051,2,"baseline,xgboost",,,
46,10.402875406037335,0.02625396335282032,95,4,52,0.7912066383178644,0.44063353449541487,0.0006239627943822805,0.6457810038130881,0.014410933201392619,6,38,0.6951221835385019,0.44642303431352526,0.38286578135924704,1.2827107813974068,True,0.6594723481506524,24,63.78818730696171,11.470165986881765,256,8,1,512,0.10614413000495436,0.0015001952907260216,32,28,128,64,128,4,44.169635145555716,91.6636727792577,64,3,0.05770478995585198,0.003228723762884418,16,20,128,256,0.04,24,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5142603906624529,8.860094234049976,8.90270036844883,2,"baseline,xgboost",,,
47,10.416190612190482,0.06777537961731371,106,4,57,0.9129380996721768,0.44077198041783894,0.0357027690718153,6.179727354606994,0.01112511263293536,6,41,0.6731115177266365,0.42172539519514907,0.2011956472991446,7.343093403830402,False,0.7948861959586577,31,57.99604298877277,6.3299269455794756,64,8,1,512,0.12203218949427092,0.00076378597887544,32,20,256,256,128,5,66.7321269518012,97.61212724322642,64,2,0.2390130022551169,0.004485438361016004,8,14,128,128,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5145547863916045,8.872526253015668,9.074183014456393,2,"baseline,xgboost",,,
48,10.44530211301675,0.039496128006765066,122,5,89,0.7239286383753183,0.544510464516352,0.0561659064892999,0.9871676228964713,0.0227595998455856,3,22,0.742140843270311,0.5291688547667114,0.020728333094968524,2.7529478819712,True,0.6795992045122186,27,76.21045592716433,12.751060417716113,256,4,1,512,0.291375759457711,0.0006704007956900098,64,24,256,256,128,5,21.452963970265728,102.16555930049071,64,3,0.3010372788961161,0.003609508029455357,32,22,128,128,0.04,27,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5125851642802282,8.907546620176065,8.924753195173773,2,"baseline,xgboost",,,
49,10.3790295040756,0.04476227777788394,164,5,90,0.6839209977370115,0.6995563835491336,0.17424819371517594,2.3536709400657703,0.010786859702565064,4,46,0.5787713584539754,0.5564551453773978,0.30916251856147664,8.506995490112619,False,0.7533415582618994,37,81.1535342037849,17.250484214237577,192,8,1,512,0.23141673685340217,0.0006832799510115146,32,29,256,64,64,5,39.50395933303365,136.63936008612396,64,2,0.12737058341312657,0.004651167192312613,16,22,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5150104523311734,8.83399814708208,8.943529252330402,2,"baseline,xgboost",,,
50,10.423275247957099,0.05842225212458524,102,7,59,0.6352885054114712,0.5848340181373699,0.12736486848145714,1.3236758140520637,0.020600584865119547,5,45,0.6459886604050711,0.5091646697072777,3.976864826926082,5.83010383028627,True,0.7153405099738243,31,70.37728019627473,19.702445362519647,192,8,1,512,0.23512687300774737,0.0011400472584135262,32,27,256,64,64,4,39.457102739769546,122.16152362889477,64,2,0.16483597269771483,0.004195003706754812,16,23,128,256,0.04,31,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5146505213000759,8.879323684056871,9.085589830978561,2,"baseline,xgboost",12.048702591817012,2.4993996460482104,9.549302945768801
51,10.396389766805866,0.026345566643070535,151,4,48,0.6368334326973719,0.8969540250796187,0.2091502239346037,6.326561073692621,0.016279711528120043,3,40,0.5203721457076251,0.5395197336930447,0.09689249294637432,5.693842655981172,False,0.7621613545228794,49,78.78216228331405,17.691265854500315,192,4,1,512,0.14257207988860088,0.0008257653584336579,32,40,256,128,64,5,39.20807907622553,142.1241504141933,64,2,0.08262643547167789,0.0017114686018159357,16,22,256,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5133422619164244,8.856362981056593,8.965950295114435,2,"baseline,xgboost",,,
52,10.40760511689324,0.04153295786392197,148,5,29,0.9291320651143287,0.5055666350856519,0.019071191443538353,3.699011168323798,0.011932696771149791,3,37,0.6936333111337604,0.48778808964354736,0.01565543599076661,4.124810451774567,False,0.6572162403008165,30,53.89490042243907,13.117642753543562,256,8,1,512,0.37782980357609175,0.0008074298818539249,32,20,256,128,128,4,61.68455544258369,92.7503464759925,64,1,0.09611359253871524,0.0021896922740355976,8,28,64,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5134349425823902,8.867300289146069,9.120886157834116,2,"baseline,xgboost",,,
53,10.394299203753405,0.05171845657135771,186,3,58,0.8661941486071388,0.7077783656564164,0.0017727603207196038,2.989299226840142,0.010879209811192583,4,32,0.5682964275639039,0.5264359278504648,7.68222916272675,1.623286120178209,False,0.6231870725335311,26,73.72368539940598,9.488184580043015,128,2,1,512,0.1320934948511089,0.0007619061052817253,32,26,256,64,64,5,61.69821564347143,108.46411496644137,64,3,0.07905178175158825,0.004829792845117571,16,27,64,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5167730777106252,8.843979970621529,8.99883691128854,2,"baseline,xgboost",,,
54,10.408883051381991,0.05276001200006529,76,9,83,0.7851477589229249,0.6592080400230534,0.0177276177205831,3.838218219088998,0.010644259987250227,6,34,0.7844925027104072,0.4216997062840911,0.03831793920741189,0.8584335709240025,True,0.8267720306612336,31,75.02523046362195,8.691406874636161,96,4,1,512,0.12113210277224984,0.0010497983148888158,32,26,256,64,32,5,25.492483007588287,117.75810425206527,128,2,0.19203546183755849,0.0036634796304028197,16,22,256,256,0.04,31,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5133673593514367,8.86878097332768,8.967717395014706,2,"baseline,xgboost",,,
55,10.424864920550228,0.04813025787465913,73,6,94,0.8906819330047191,0.5450237042228099,0.015825383493501648,0.21341508691626856,0.020593529847509343,3,34,0.7144518078835148,0.4027888856827101,0.016772160324887153,2.0305614006437103,True,0.6772063426014236,29,76.26791799305546,10.493090735574903,128,4,1,512,0.05340780191339885,0.0007356426412944267,64,27,256,64,128,5,38.03719868612383,143.37980526322872,64,2,0.3127604340550655,0.0047623120745716825,16,22,64,256,0.04,29,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5126516846720962,8.886909866533939,8.952182495007749,2,"baseline,xgboost",,,
56,10.395356024378618,0.053773187118113824,153,5,94,0.63488122700718,0.5995248134397971,0.008387545470922724,2.468044471487318,0.010682857184131192,5,34,0.6712260672626934,0.4599380133887089,1.201998218295866,1.5080135908371888,False,0.7044097924145134,27,69.03501813995186,10.387331514249254,192,8,1,512,0.18405896299520416,0.0006707168503517704,64,23,256,64,128,5,46.53687997953375,147.77670253126075,128,1,0.07937115649066234,0.002971339248614151,16,15,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5147349035276277,8.851151313795734,8.93704291166884,2,"baseline,xgboost",,,
57,10.423206384432751,0.06443930514750469,171,3,62,0.9060566893657926,0.60560733276162,0.029675423663576807,5.56209637268979,0.015794035947328432,4,40,0.644313659574013,0.4628070958072342,0.04577340919565588,3.8627243269033675,False,0.7742586735113743,28,79.84774655194981,13.515943996937292,192,2,1,256,0.24568028126319352,0.0008927323044826321,32,20,256,256,32,3,43.7780384837582,97.40448966629259,64,2,0.12553476095535163,0.00255163576411045,8,20,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5140024586003631,8.881199008631661,9.02116783432996,2,"baseline,xgboost",,,
58,10.381320392938953,0.03572580406479361,120,10,76,0.9067416739688222,0.4470031394210484,0.5167491630683424,7.064427023693566,0.015079097057632303,3,35,0.6062855103181094,0.5461149781030623,9.052849377715244,9.969562314604085,False,0.7260136956300939,24,82.37844680487963,6.921554888919625,192,8,1,512,0.1378810947753846,0.0006093100450445131,16,27,256,256,128,2,33.725732519666145,133.7970319554984,64,2,0.06273452154890934,0.0036872773899521514,8,20,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5162395630888614,8.832601703672369,8.951905802713704,2,"baseline,xgboost",,,
59,10.405448402024623,0.021961920213807894,76,13,91,0.9171588658004565,0.6390536657514063,0.1349951092715991,1.9686421252371542,0.027411712726281418,3,34,0.5870560864512664,0.4298335982597247,1.9050752096110137,4.6543719490059035,False,0.700783810430578,22,86.4062050040944,4.483057587790446,64,8,1,512,0.11843783177253925,0.0008928202176671773,16,30,256,256,128,3,26.447633076692764,131.9115172693148,64,2,0.09259236392514243,0.0019662872685662007,8,22,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5142809190650242,8.86260564482955,8.863168503654972,2,"baseline,xgboost",,,
60,10.494281383350206,0.057796411294924306,201,10,44,0.942724204690106,0.5837674329850655,0.0005510289280676304,0.23371908242187409,0.018049373383369184,5,23,0.6741486794374358,0.42415804250523687,0.07701255861090955,1.01511485199184,True,0.6727417068165475,23,65.56068121171879,14.813183050376002,256,8,3,512,0.13879578681449442,0.0006595982464221112,16,24,256,128,128,5,22.024242332092665,136.54735828762682,64,3,0.14188254344979448,0.0038758788413609975,16,20,128,64,0.02,23,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5159379738158195,8.946467461902747,9.12961820860047,2,"baseline,xgboost",12.105796910442454,2.5030544613424373,9.602742449100017
61,10.420641871010062,0.05103014839749844,56,4,100,0.8259299552929862,0.7395094898403252,0.0025229377461080285,1.1855024605890616,0.015420800542954862,4,22,0.7281611000318338,0.5117235379025498,0.009909262029399592,5.147440949348922,True,0.6623924255935689,34,59.10320032142405,17.13504719520867,192,4,1,128,0.0773106764082579,0.0008309739671577945,32,22,64,64,128,5,26.07948132844242,109.9101427627234,64,3,0.18064000524515214,0.0028151125525814765,32,26,128,256,0.04,34,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5128257891150998,8.882164503664763,8.939323174726399,2,"baseline,xgboost",,,
62,10.432907228216607,0.09742394649044991,41,4,67,0.9417804421497051,0.6279995740444929,0.019797738364343096,0.4911545288516967,0.01705437080568973,3,31,0.7224636933000076,0.5268235517152228,0.08579779717197042,1.3713512743625988,True,0.8144335867567732,22,57.90740554718628,16.015931243482346,256,8,3,512,0.08341951150117884,0.0007883236893489812,32,17,256,128,128,4,27.687275928650106,140.5430892149846,32,3,0.05417924301242728,0.0036345029796499935,8,24,128,256,0.04,28,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5114378829898701,8.898593579246995,9.174905365281251,2,"baseline,xgboost",,,
63,10.398238361696992,0.04687005479734431,59,5,73,0.8556438360345373,0.5889634027658789,0.0713722061748344,0.2678495909070719,0.013858634672310735,4,37,0.6594029909448558,0.5599478528274744,0.0005705652430393185,3.2825359574278323,True,0.6936132161204879,37,89.65074679156342,15.678834465983797,256,4,3,512,0.19117778326231666,0.001446276793360397,32,29,256,64,128,4,27.827317903637056,149.73610512813886,64,3,0.08890973104103683,0.002001869887784845,16,25,128,256,0.02,37,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.512755543355779,8.859971731629654,8.98010619818379,2,"baseline,xgboost",,,
64,10.387505036362246,0.014488660583206173,114,3,29,0.9046729918114105,0.4725828421768267,0.01078119236620276,2.499557017453363,0.012387110862783018,3,43,0.5897810471524196,0.5560545325102475,2.1013286985437007,0.4129928588217167,False,0.6028166229824482,20,74.3132769240754,16.414685909011155,128,8,1,512,0.2429529516643505,0.0012189316809090125,32,22,256,64,128,4,52.72745681984782,134.07441222870403,64,1,0.1475676982139431,0.0034969378235719683,16,23,64,128,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.514271678421124,8.844690001098874,8.922369025093799,2,"baseline,xgboost",,,
65,10.444758680292546,0.04849865802995362,183,8,76,0.9261341074930642,0.49596437048270575,0.8735653961779785,5.508780632127611,0.015759356984315465,4,24,0.8894776344115576,0.6964180951087293,1.0083949535994077,8.15026939387291,False,0.7639442973777671,22,71.43940376195724,9.522665100680626,192,8,1,128,0.21185078291138731,0.0005120612917837486,16,29,256,256,128,2,33.417190001208226,120.83615269600395,64,1,0.0986360122040212,0.0038685389231778783,8,21,128,256,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5161118546659981,8.896423116294551,8.980353709817754,2,"baseline,xgboost",,,
66,10.40129893528892,0.021418870659616143,57,11,80,0.8768358390190077,0.6760431194398936,0.0758826989973454,0.4153313090153159,0.011952470549689176,5,27,0.6820107873233008,0.5091702306678436,0.3419333082205578,4.744317622666383,True,0.652779446265788,23,83.10592746670861,15.849046413783801,256,2,2,512,0.11948634532247734,0.0007496760497477538,32,19,256,64,32,4,23.26788438893796,103.59927830199692,128,3,0.15329088786029343,0.002762763330417134,16,21,128,256,0.04,23,True,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5139896060873652,8.859330117026825,8.89923327279527,2,"baseline,xgboost",,,
67,10.450766121939223,0.030001935025852744,149,7,69,0.8403787619621005,0.4820369833940762,0.15291247113700754,3.8961364634455475,0.018273143279160377,6,39,0.7462368588288182,0.5243589148759779,0.921807800998064,8.44408635456597,False,0.7616995339097399,30,70.44489186018136,10.309851576149184,192,8,1,512,0.2425134808732248,0.00102848175051106,32,19,256,256,128,4,46.325205946615554,139.8800581901648,64,1,0.055236594304132296,0.0018833548995773562,16,26,256,128,0.04,143,False,DL fold best_state is None,"Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!",0.5154712068047499,8.904352501524974,8.92033512984501,2,"baseline,xgboost",,,
