window,threshold,margin,strength,cap,visible_mae,visible_rmse,visible_max_abs,visible_changed,oof_mae_delta,oof_rmse_delta,oof_high_mae_delta,oof_changed
T3,7.0,0.8,0.1,0.5,0.385,0.45,0.7999999999999998,17,-0.015664235492929945,-0.011745721245580487,-0.0731199835205143,347
T3,7.0,0.8,0.2,0.5,0.4349999999999999,0.4984977432245805,0.8999999999999995,18,-0.026148106460671672,-0.021109535473168073,-0.12019519243416321,358
T3,7.0,0.8,0.3,0.5,0.5049999999999999,0.5877924803874236,1.0,18,-0.029435947651738514,-0.026520303114317745,-0.1349584236319349,359
T3,7.0,0.8,0.4,0.5,0.5900000000000001,0.7007139216541939,1.2000000000000002,18,-0.024225029537594533,-0.027720491005176484,-0.11156009494112706,359
T3,7.0,0.8,0.5,0.5,0.73,0.8354639429682169,1.4000000000000004,18,-0.013927262788215211,-0.02552533251041389,-0.06532054062357828,359
T3,7.0,0.8,0.6,0.5,0.8550000000000001,0.9646242791885347,1.6000000000000005,18,0.006060330263893965,-0.018893467240382655,0.024428762997591558,359
T3,7.0,0.8,0.7,0.5,0.9899999999999999,1.1122050170719424,1.7999999999999998,18,0.030626087087715526,-0.008792294871769357,0.1347351696828284,359
T3,7.0,0.8,0.8,0.5,1.15,1.2743625857659193,2.0,18,0.06083700520185942,0.005111676900758866,0.27038976578310703,359
T3,7.0,0.8,0.9,0.5,1.3,1.4324803663575987,2.2,18,0.09514221611997353,0.023109630405518722,0.4244287629975917,359
T3,7.0,0.8,1.0,0.5,1.44,1.5808225706890702,2.4000000000000004,18,0.1321769555740675,0.04468649451926554,0.590724027621547,359
T3,7.0,0.9,0.1,0.5,0.38999999999999996,0.46151923036857306,0.7999999999999998,17,-0.015292027056205137,-0.011403649600015608,-0.0714486743283137,345
T3,7.0,0.9,0.2,0.5,0.4249999999999998,0.492442890089805,0.8999999999999995,18,-0.026396245418488062,-0.021021672315889806,-0.12130939856229694,358
T3,7.0,0.9,0.3,0.5,0.48499999999999976,0.565243310442503,1.0,18,-0.030180364525187686,-0.026595296701937166,-0.13830104201633608,359
T3,7.0,0.9,0.4,0.5,0.5599999999999999,0.6648308055437864,1.2000000000000002,18,-0.028505426559927383,-0.029148122978770452,-0.13078015065143356,359
T3,7.0,0.9,0.5,0.5,0.6949999999999998,0.7946697427233528,1.4000000000000004,18,-0.01920021564181318,-0.02721081593164909,-0.08899742084641948,359
T3,7.0,0.9,0.6,0.5,0.8049999999999999,0.9178779875342908,1.5,18,-0.003617089090944603,-0.022615439285206484,-0.019025275999623004,359
T3,7.0,0.9,0.7,0.5,0.9400000000000001,1.0516653460107925,1.7000000000000002,18,0.01877745185198343,-0.013879361981959715,0.08153182706444395,359
T3,7.0,0.9,0.8,0.5,1.0799999999999998,1.1970797801316333,1.9000000000000004,18,0.04594866773287665,-0.001910829665606073,0.20353739809508464,359
T3,7.0,0.9,0.9,0.5,1.2149999999999999,1.3481468762712763,2.1000000000000005,18,0.07740028063610249,0.01372302541133763,0.3447630248360315,359
T3,7.0,0.9,1.0,0.5,1.3499999999999999,1.4913081505845796,2.3,18,0.11102310942022164,0.032615948044142584,0.49573795519814856,359
T3,7.0,1.0,0.1,0.5,0.395,0.46850827100489906,0.7999999999999998,17,-0.015726270232383932,-0.011460658067638185,-0.07339853505254768,340
T3,7.0,1.0,0.2,0.5,0.41999999999999993,0.4806245936279165,0.8999999999999995,17,-0.02689252333412062,-0.02082465788636778,-0.12353781081856441,356
T3,7.0,1.0,0.3,0.5,0.4699999999999999,0.5440588203494177,1.0,18,-0.03185530249044821,-0.026823761832279303,-0.1458219333812385,358
T3,7.0,1.0,0.4,0.5,0.5299999999999999,0.6324555320336758,1.1000000000000005,18,-0.031483094053723626,-0.029624284489660813,-0.144150624189038,359
T3,7.0,1.0,0.5,0.5,0.63,0.7307530362578043,1.2999999999999998,18,-0.025403689587222722,-0.029280914657528356,-0.11685257404976213,359
T3,7.0,1.0,0.6,0.5,0.7649999999999999,0.8686195945291586,1.5,18,-0.010689049388711291,-0.025228177955106457,-0.05078015065143349,359
T3,7.0,1.0,0.7,0.5,0.8949999999999999,1.0042410069301093,1.7000000000000002,18,0.006246434482255925,-0.018705675975671632,0.025264417593691912,359
T3,7.0,1.0,0.8,0.5,1.005,1.1231651704001506,1.7999999999999998,18,0.031618642918980866,-0.008328576501510643,0.1391919941953631,359
T3,7.0,1.0,0.9,0.5,1.14,1.2613484847574836,2.0,18,0.05941020619441528,0.0047045894837887126,0.263983080546338,359
T3,7.0,1.0,1.0,0.5,1.27,1.402497771834237,2.2,18,0.09073774961873293,0.02142287647746821,0.40465160422321833,359
T3,7.0,1.1,0.1,0.5,0.395,0.46850827100489906,0.7999999999999998,17,-0.01498185335893476,-0.010874200098908826,-0.07005591666814659,330
T3,7.0,1.1,0.2,0.5,0.41,0.4636809247747851,0.7999999999999998,17,-0.027326766510299416,-0.020589061149073107,-0.12548767154279827,351
T3,7.0,1.1,0.3,0.5,0.45999999999999996,0.5244044240850757,0.9000000000000004,17,-0.03290989306116798,-0.026836306712970437,-0.1505573094258067,357
T3,7.0,1.1,0.4,0.5,0.525,0.6144102863722254,1.1000000000000005,17,-0.03334413623734678,-0.03005216498115848,-0.15250717015004078,358
T3,7.0,1.1,0.5,0.5,0.615,0.7130918594402827,1.2999999999999998,17,-0.029063739215014373,-0.030458470562651385,-0.1332871144397343,358
T3,7.0,1.1,0.6,0.5,0.7099999999999999,0.8111719916269297,1.4000000000000004,18,-0.019684086609554896,-0.02835820952920587,-0.09117012279628023,358
T3,7.0,1.1,0.7,0.5,0.825,0.935147047260483,1.6000000000000005,18,-0.003803193309307007,-0.022738532837184522,-0.019860930595723136,359
T3,7.0,1.1,0.8,0.5,0.945,1.0608958478568948,1.7999999999999998,18,0.017288618105085085,-0.014301439057790244,0.07484659029564167,359
T3,7.0,1.1,0.9,0.5,1.07,1.183638458314024,1.9000000000000004,18,0.04290896549962597,-0.0030426891372017373,0.1898883730254468,359
T3,7.0,1.1,1.0,0.5,1.19,1.3145341380123987,2.1000000000000005,18,0.07119680669069317,0.011119753828180201,0.3169078716326893,359
T3,7.0,1.2,0.1,0.5,0.39,0.46475800154489,0.7999999999999998,17,-0.015354061795659124,-0.010766044881784342,-0.07172722586034708,316
T3,7.0,1.2,0.2,0.5,0.41999999999999993,0.4722287581247037,0.7999999999999998,17,-0.02670641911575866,-0.019969169510586138,-0.12270215622246405,346
T3,7.0,1.2,0.3,0.5,0.44499999999999995,0.5103920062069937,0.9000000000000004,17,-0.033095997279530165,-0.026549125986291333,-0.15139296402190683,353
T3,7.0,1.2,0.4,0.5,0.4899999999999999,0.5718391382198318,1.0,17,-0.03743842904131678,-0.03100629379257791,-0.17089157126424692,356
T3,7.0,1.2,0.5,0.5,0.585,0.6697014260101287,1.2000000000000002,17,-0.0345227962869743,-0.03208199714075999,-0.15779964925867584,356
T3,7.0,1.2,0.6,0.5,0.6849999999999998,0.7774959806970063,1.4000000000000004,17,-0.02743842904131677,-0.03089024820652586,-0.12598906430045853,357
T3,7.0,1.2,0.7,0.5,0.78,0.8752142594816426,1.5,17,-0.012984334748512794,-0.026383933075058597,-0.06108655733667023,357
T3,7.0,1.2,0.8,0.5,0.8850000000000001,0.9896969233053117,1.7000000000000002,17,0.002648419593918927,-0.019877889820548944,0.009108428735753349,357
T3,7.0,1.2,0.9,0.5,0.9899999999999999,1.0972693379476162,1.7999999999999998,17,0.027338245896648683,-0.010125433740521217,0.11997193848505683,357
T3,7.0,1.2,1.0,0.5,1.1099999999999999,1.2275992831539124,2.0,17,0.05202807219937777,0.0017182720728747825,0.23083544823436042,357
T3,7.0,1.3,0.1,0.5,0.38500000000000006,0.45661800227323496,0.7999999999999998,16,-0.014919818619480552,-0.010443994609321106,-0.0697773651361131,305
T3,7.0,1.3,0.2,0.5,0.4050000000000001,0.4609772228646444,0.7999999999999998,17,-0.026148106460671672,-0.019614183448384725,-0.12019519243416321,339
T3,7.0,1.3,0.3,0.5,0.4349999999999999,0.49749371855330987,0.8999999999999995,17,-0.03446076154752031,-0.02664547169868481,-0.15752109772664236,347
T3,7.0,1.3,0.4,0.5,0.4800000000000001,0.5612486080160911,1.0,17,-0.038058776435857755,-0.030784903092485827,-0.17367708658458103,352
T3,7.0,1.3,0.5,0.5,0.55,0.6403124237432849,1.2000000000000002,17,-0.03688011638623001,-0.03272974595042566,-0.16838460747594608,352
T3,7.0,1.3,0.6,0.5,0.63,0.7162401831787992,1.2999999999999998,17,-0.03266175410335159,-0.03241267156823602,-0.14944310329767296,352
T3,7.0,1.3,0.7,0.5,0.7249999999999999,0.8182297965730652,1.4000000000000004,17,-0.02253768462444361,-0.029800130884999998,-0.10398349326981782,355
T3,7.0,1.3,0.8,0.5,0.8250000000000002,0.9276313923105449,1.6000000000000005,17,-0.008890041944542793,-0.024579584630333606,-0.042702156222464205,355
T3,7.0,1.3,0.9,0.5,0.9200000000000002,1.0319883720275147,1.7999999999999998,17,0.011519387335854558,-0.016639640404274125,0.048941297816533114,355
T3,7.0,1.3,1.0,0.5,1.025,1.1403946685248927,1.9000000000000004,17,0.033851893539328604,-0.006731026763767467,0.1492198493485667,355
T3,7.0,1.4,0.1,0.5,0.38000000000000006,0.44944410108488464,0.7999999999999998,15,-0.014485575443301757,-0.010182941106510413,-0.06782750441187924,284
T3,7.0,1.4,0.2,0.5,0.3950000000000001,0.45661800227323496,0.7999999999999998,17,-0.026272175939579645,-0.019350772957318796,-0.12075229549823019,328
T3,7.0,1.4,0.3,0.5,0.425,0.4748684028233505,0.7999999999999998,17,-0.03495703946315287,-0.026397809895425617,-0.1597495099829097,339
T3,7.0,1.4,0.4,0.5,0.4549999999999999,0.5277309920783503,1.0,17,-0.04004388809838888,-0.03133307084498016,-0.18259073560965078,343
T3,7.0,1.4,0.5,0.5,0.49000000000000005,0.5890670590009256,1.1000000000000005,17,-0.041718826063649184,-0.03385952545709525,-0.19011162697455308,343
T3,7.0,1.4,0.6,0.5,0.5900000000000001,0.674536878161602,1.2000000000000002,17,-0.0392374364854855,-0.03439101475676898,-0.1789695656932162,345
T3,7.0,1.4,0.7,0.5,0.6799999999999999,0.7700649323271381,1.4000000000000004,17,-0.03091237445074624,-0.03247902616329901,-0.14158795009433045,349
T3,7.0,1.4,0.8,0.5,0.7599999999999999,0.8538149682454623,1.5,17,-0.019187808693922115,-0.028516598095932544,-0.08894171054001287,349
T3,7.0,1.4,0.9,0.5,0.835,0.9468368391650168,1.7000000000000002,17,-0.0029967416964038485,-0.022291483894012032,-0.016239760679288673,349
T3,7.0,1.4,1.0,0.5,0.9400000000000001,1.0540398474441086,1.7999999999999998,17,0.016420131752727718,-0.014223123399901727,0.07094686884717372,349
T3,7.0,1.5,0.1,0.5,0.37000000000000005,0.4449719092257398,0.7999999999999998,13,-0.013939669736106053,-0.0098983332023721,-0.065376250929985,264
T3,7.0,1.5,0.2,0.5,0.385,0.44328320518603,0.7999999999999998,17,-0.025775898023946864,-0.018898521321902617,-0.11852388324196261,313
T3,7.0,1.5,0.3,0.5,0.41500000000000004,0.468508271004899,0.7999999999999998,17,-0.03464686576588272,-0.025851872864073755,-0.1583567523227427,329
T3,7.0,1.5,0.4,0.5,0.4349999999999999,0.49849774322458057,0.9000000000000004,17,-0.041222548148016624,-0.031070201559240562,-0.18788321471828573,333
T3,7.0,1.5,0.5,0.5,0.4599999999999998,0.5468089245796924,1.0,17,-0.042587312416006995,-0.0339695618480067,-0.19401134842302115,335
T3,7.0,1.5,0.6,0.5,0.5449999999999999,0.6312685640834651,1.2000000000000002,17,-0.04258731241600655,-0.03523227551313646,-0.19401134842302126,338
T3,7.0,1.5,0.7,0.5,0.625,0.7074602462329596,1.2999999999999998,17,-0.037984334748512705,-0.03476781680015728,-0.17334282474614093,341
T3,7.0,1.5,0.8,0.5,0.6949999999999998,0.7858116822750852,1.4000000000000004,17,-0.029175401746031504,-0.03203143700364164,-0.13378850719739455,341
T3,7.0,1.5,0.9,0.5,0.775,0.8749285685128816,1.6000000000000005,17,-0.016954558073575043,-0.02736245193943887,-0.0789138553868095,341
T3,7.0,1.5,1.0,0.5,0.8550000000000001,0.9687620966986683,1.7000000000000002,17,0.00047720371302562015,-0.02075410947229539,-0.0006408748854167534,341
T3,7.0,1.6,0.1,0.5,0.37500000000000006,0.4455333881989093,0.7999999999999998,13,-0.013257287602110646,-0.009428037496058916,-0.062312184077617294,251
T3,7.0,1.6,0.2,0.5,0.37500000000000006,0.4295346318982906,0.7000000000000002,16,-0.025527759066130695,-0.0184676337106211,-0.1174096771138291,297
T3,7.0,1.6,0.3,0.5,0.39999999999999997,0.462601340248815,0.7999999999999998,17,-0.034646865765882495,-0.025406626181362135,-0.1583567523227427,308
T3,7.0,1.6,0.4,0.5,0.42499999999999993,0.48528342234203703,0.9000000000000004,17,-0.040416096535113244,-0.030603902479487743,-0.18426204480185127,318
T3,7.0,1.6,0.5,0.5,0.4549999999999999,0.5361902647381802,1.0,17,-0.04599922308598181,-0.03456561618549747,-0.20933168268485958,324
T3,7.0,1.6,0.6,0.5,0.4899999999999999,0.5787918451395112,1.1000000000000005,17,-0.046929744177793165,-0.036484152940672754,-0.21350995566536102,329
T3,7.0,1.6,0.7,0.5,0.5600000000000002,0.6403124237432849,1.2000000000000002,17,-0.04376597246563452,-0.03644930986425887,-0.19930382753165632,330
T3,7.0,1.6,0.8,0.5,0.64,0.7293833011524188,1.4000000000000004,17,-0.03742602209342594,-0.03476620983827372,-0.1708358609578402,330
T3,7.0,1.6,0.9,0.5,0.72,0.8130190649671136,1.5,17,-0.027748602738587147,-0.03145368513566238,-0.12738182196062564,330
T3,7.0,1.6,1.0,0.5,0.7799999999999999,0.8848728722251575,1.6000000000000005,17,-0.014225029537594969,-0.026267851380268326,-0.06665758797733878,330
T3,7.0,1.7,0.1,0.5,0.37500000000000006,0.44440972086577946,0.7999999999999998,12,-0.011830488594666733,-0.008796532584566474,-0.0559054988408485,236
T3,7.0,1.7,0.2,0.5,0.38500000000000006,0.4432832051860301,0.7999999999999998,15,-0.024225029537594533,-0.017589082392224675,-0.11156009494112706,282
T3,7.0,1.7,0.3,0.5,0.38,0.43127717305695645,0.7000000000000002,16,-0.03408855311079595,-0.0247150488865695,-0.15584978853444187,296
T3,7.0,1.7,0.4,0.5,0.39999999999999997,0.4505552130427523,0.7999999999999998,16,-0.04202899976091978,-0.030662452092957704,-0.19150438463472041,299
T3,7.0,1.7,0.5,0.5,0.4349999999999999,0.5074445782546109,1.0,16,-0.04550294517034903,-0.03410262986584467,-0.20710327042859222,301
T3,7.0,1.7,0.6,0.5,0.4599999999999998,0.5504543577809152,1.1000000000000005,17,-0.049783342192681435,-0.03710605607531958,-0.2263233261388986,306
T3,7.0,1.7,0.7,0.5,0.5149999999999999,0.598748695196908,1.2000000000000002,17,-0.04730195261451797,-0.03742484622402742,-0.21518126485756162,310
T3,7.0,1.7,0.8,0.5,0.575,0.6599242380758567,1.2999999999999998,17,-0.044560017130646834,-0.0370425177881768,-0.20286928714168406,310
T3,7.0,1.7,0.9,0.5,0.65,0.7395944834840238,1.4000000000000004,17,-0.036495501001614805,-0.03455784989136568,-0.16665758797733865,310
T3,7.0,1.7,1.0,0.5,0.705,0.8028075734570519,1.5,17,-0.026011630033872413,-0.030825275908465954,-0.11958237906368974,310
T3,7.0,1.8,0.1,0.5,0.37500000000000006,0.44553338819890925,0.7999999999999998,11,-0.011644384376304329,-0.008453567504757675,-0.055069844244748256,220
T3,7.0,1.8,0.2,0.5,0.37000000000000005,0.4370354676682432,0.7999999999999998,13,-0.022748602738587476,-0.01696732967016512,-0.1049305684787315,262
T3,7.0,1.8,0.3,0.5,0.38,0.42778499272414877,0.7000000000000002,15,-0.033158032018984374,-0.02407059752238805,-0.15167151555394032,279
T3,7.0,1.8,0.4,0.5,0.39,0.4505552130427523,0.7999999999999998,15,-0.04128458288747039,-0.02967666287400217,-0.18816176625031922,288
T3,7.0,1.8,0.5,0.5,0.41,0.46797435827190353,0.9000000000000004,15,-0.04810840422742091,-0.034266231001576664,-0.2188024347739962,292
T3,7.0,1.8,0.6,0.5,0.4149999999999999,0.4944694126030445,1.0,16,-0.050341654847768424,-0.03687738002039831,-0.22883028992719945,296
T3,7.0,1.8,0.7,0.5,0.45999999999999996,0.5440588203494178,1.1000000000000005,16,-0.05251287072866195,-0.0385027305185468,-0.23857959354836944,297
T3,7.0,1.8,0.8,0.5,0.5249999999999998,0.6037383539249431,1.2000000000000002,16,-0.05008110894206119,-0.03867710586063966,-0.2276603734926591,297
T3,7.0,1.8,0.9,0.5,0.5799999999999998,0.6670832032063166,1.2999999999999998,16,-0.04493222556737164,-0.037280862391416925,-0.20454059633388466,297
T3,7.0,1.8,1.0,0.5,0.6299999999999999,0.7231873892705817,1.4000000000000004,16,-0.03593718834652759,-0.034537229167778793,-0.16415062418903803,297
T3,7.0,1.9,0.1,0.5,0.3750000000000001,0.4522167621838006,0.9000000000000004,10,-0.010775898023947184,-0.007979590318732743,-0.05117012279628019,198
T3,7.0,1.9,0.2,0.5,0.3600000000000001,0.4347413023856832,0.7999999999999998,12,-0.021818081646776122,-0.01644512157722211,-0.10075229549823017,244
T3,7.0,1.9,0.3,0.5,0.365,0.4260281680828158,0.7999999999999998,13,-0.03199177891724747,-0.023413798090541338,-0.14643474675171209,265
T3,7.0,1.9,0.4,0.5,0.36499999999999994,0.4248529157249599,0.7999999999999998,13,-0.040242399264642126,-0.029274502007567982,-0.18348210051215763,269
T3,7.0,1.9,0.5,0.5,0.3749999999999999,0.4353159771935782,0.7999999999999998,13,-0.04582552581551047,-0.03326392035952841,-0.20855173839516605,270
T3,7.0,1.9,0.6,0.5,0.4,0.4722287581247038,0.9000000000000004,15,-0.05232676651029955,-0.03700632587290764,-0.2377439389522692,276
T3,7.0,1.9,0.7,0.5,0.43,0.5079370039680117,1.0,15,-0.054560017130647065,-0.03884505516005099,-0.24777179410547245,281
T3,7.0,1.9,0.8,0.5,0.465,0.5472659317004851,1.1000000000000005,15,-0.05412577395446805,-0.0395376395363054,-0.24582193338123848,281
T3,7.0,1.9,0.9,0.5,0.515,0.6020797289396147,1.2000000000000002,15,-0.05063942159714818,-0.03901408993547539,-0.23016733728095984,281
T3,7.0,1.9,1.0,0.5,0.5599999999999999,0.6519202405202649,1.2999999999999998,15,-0.04443594765173886,-0.03736612547844942,-0.2023121840776173,281
T3,7.0,2.0,0.1,0.5,0.3800000000000001,0.46151923036857306,0.9000000000000004,9,-0.01065182854503921,-0.007865744159911259,-0.05061301973221344,177
T3,7.0,2.0,0.2,0.5,0.35000000000000014,0.4230839160261237,0.7999999999999998,11,-0.020639421597148377,-0.015755666927228962,-0.095459816389595,220
T3,7.0,2.0,0.3,0.5,0.3550000000000001,0.42011903075200013,0.7999999999999998,12,-0.03013073673362454,-0.02245745211953798,-0.1380782007907092,237
T3,7.0,2.0,0.4,0.5,0.35,0.4110960958218893,0.7000000000000002,12,-0.03906373921501394,-0.028295978865882532,-0.17818962140352268,251
T3,7.0,2.0,0.5,0.5,0.36999999999999994,0.4277849927241486,0.7999999999999998,13,-0.04663197742841385,-0.033083529062519546,-0.21217290831160063,254
T3,7.0,2.0,0.6,0.5,0.38,0.4494441010848846,0.9000000000000004,13,-0.05128458288747062,-0.03633513545856637,-0.2330642732141076,259
T3,7.0,2.0,0.7,0.5,0.3849999999999999,0.4695742752749557,1.0,13,-0.055502945170348816,-0.03894942596661988,-0.2520057773923806,260
T3,7.0,2.0,0.8,0.5,0.41999999999999993,0.5059644256269407,1.0,13,-0.05755009157233415,-0.0402701639481049,-0.26119797794948363,260
T3,7.0,2.0,0.9,0.5,0.45999999999999996,0.5458937625582472,1.1000000000000005,13,-0.056185327304344224,-0.04047071587923945,-0.2550698442447482,260
T3,7.0,2.0,1.0,0.5,0.49499999999999994,0.5877924803874237,1.2000000000000002,13,-0.05158234963685038,-0.0394898684343441,-0.234401320567868,260
T3,7.0,2.1,0.1,0.5,0.38000000000000006,0.46260134024881505,0.9000000000000004,7,-0.009659272713773426,-0.007153139929351404,-0.04615619521967851,159
T3,7.0,2.1,0.2,0.5,0.3450000000000001,0.421307488658818,0.7999999999999998,10,-0.020143143681515374,-0.015187252426215991,-0.09323140413332764,203
T3,7.0,2.1,0.3,0.5,0.3550000000000001,0.4141255848169732,0.7999999999999998,11,-0.0288280072050886,-0.021724137720464665,-0.13222861861800728,216
T3,7.0,2.1,0.4,0.5,0.35500000000000004,0.4129164564412516,0.7999999999999998,11,-0.03695455807357484,-0.027286899663464315,-0.16871886931438607,226
T3,7.0,2.1,0.5,0.5,0.36,0.42661458015403075,0.7999999999999998,12,-0.043592275195162955,-0.03179256195106506,-0.19852388324196268,230
T3,7.0,2.1,0.6,0.5,0.36,0.42308391602612344,0.7999999999999998,12,-0.051718826063649415,-0.03597496015589119,-0.23501413393834147,237
T3,7.0,2.1,0.7,0.5,0.37,0.4438468204234428,0.9000000000000004,12,-0.05624736204379843,-0.03857596656063489,-0.2553483957767817,245
T3,7.0,2.1,0.8,0.5,0.38999999999999985,0.47539457296018833,1.0,12,-0.05885282110087031,-0.04038184801638689,-0.2670475601221856,245
T3,7.0,2.1,0.9,0.5,0.41500000000000004,0.49244289008980524,1.0,12,-0.05941113375595686,-0.041091006728263935,-0.2695545239104864,245
T3,7.0,2.1,1.0,0.5,0.4499999999999999,0.5319774431308154,1.1000000000000005,12,-0.05716547618771872,-0.04090490198508734,-0.2594709584508763,245
T3,7.0,2.2,0.1,0.5,0.375,0.4598912915026767,0.9000000000000004,6,-0.009162994798140645,-0.006920769797669202,-0.043927782963411155,139
T3,7.0,2.2,0.2,0.5,0.3600000000000001,0.4427188724235731,0.8999999999999995,9,-0.018530240455709057,-0.014260820778772665,-0.0859890643004585,184
T3,7.0,2.2,0.3,0.5,0.34500000000000014,0.4129164564412517,0.7999999999999998,10,-0.027525277676552662,-0.020665194890872485,-0.12637903644530535,197
T3,7.0,2.2,0.4,0.5,0.34500000000000014,0.4043513323831146,0.7999999999999998,10,-0.03589996750285551,-0.026583020005956914,-0.16398349326981787,203
T3,7.0,2.2,0.5,0.5,0.3550000000000001,0.4117037770047781,0.7999999999999998,11,-0.043654309934617164,-0.031240541737878935,-0.19880243477399617,206
T3,7.0,2.2,0.6,0.5,0.35000000000000003,0.4159326868617084,0.7999999999999998,11,-0.050167957577297084,-0.035175217607784415,-0.22805034563750592,209
T3,7.0,2.2,0.7,0.5,0.35500000000000004,0.420119030752,0.7999999999999998,11,-0.05488259777580806,-0.03791102544807323,-0.24922026207204628,216
T3,7.0,2.2,0.8,0.5,0.355,0.4318564576337836,0.9000000000000004,11,-0.05897689057977851,-0.040086272856752814,-0.26760466318625237,216
T3,7.0,2.2,0.9,0.5,0.3799999999999999,0.45497252664309296,0.9000000000000004,11,-0.061334210679033996,-0.04128061803376859,-0.2781896214035226,216
T3,7.0,2.2,1.0,0.5,0.41,0.48373546489791297,1.0,11,-0.06096200224230963,-0.04165317169983718,-0.2765183122113221,216
T3,7.0,2.3,0.1,0.5,0.37,0.454972526643093,0.9000000000000004,5,-0.008542647403599668,-0.006576756090923563,-0.041142267643077046,120
